121,Kandy Mountain Resort,1478,987654321,mountainresort@example.com,37,"['Mountain Views', 'Ayurvedic Spa', 'Nature Treks']","A picturesque resort nestled amidst the scenic mountains of Kandy, providing breathtaking views, rejuvenating Ayurvedic spa treatments, and opportunities for enchanting nature treks."
122,Tel Aviv Beachfront Hotel,705,123456789,beachfronthotel@example.com,28,"['Beach Access', 'Rooftop Bar', 'Vibrant Nightlife']","A stylish hotel located on Tel Aviv's vibrant beachfront, offering direct beach access, a trendy rooftop bar, and easy access to the city's lively nightlife scene."
123,Jerusalem Historic Inn,700,987654321,historicinn2@example.com,24,"['Old City Location', 'Courtyard Garden', 'Cultural Tours']","An enchanting inn situated in Jerusalem's historic Old City, featuring a peaceful courtyard garden, guided cultural tours, and a perfect blend of history and modern comfort."
124,Eilat Resort & Spa,712,567891234,resortandspa@example.com,73,"['Resort Amenities', 'Private Beach', 'Water Activities']","A luxurious resort and spa in the resort town of Eilat, offering an array of amenities, a private beach, and exciting water activities."
125,Manila Bayfront Hotel,1105,123456789,bayfronthotel@example.com,108,"['Bay Views', 'Infinity Pool', 'Gourmet Dining']","A sophisticated hotel overlooking Manila Bay, providing stunning bay views, a refreshing infinity pool, and a culinary journey of gourmet dining."
126,Cebu City Center Inn,1107,987654321,citycenterinn@example.com,150,"['Convenient Location', 'Comfortable Rooms', 'Local Attractions']","A cozy inn in the heart of Cebu City, offering comfortable rooms, a convenient location, and easy access to local attractions."
127,Reykjavik Northern Lights Hotel,582,123456789,northernlightshotel@example.com,8,"['Aurora Viewing', 'Geothermal Spa', 'Outdoor Adventures']","A unique hotel in Reykjavik, providing prime opportunities to witness the mesmerizing Northern Lights, a rejuvenating geothermal spa, and thrilling outdoor adventures."
128,Akureyri Fjordside Retreat,586,987654321,fjordsideretreat@example.com,121,"['Fjord Views', 'Peaceful Setting', 'Nature Walks']","A serene retreat nestled along the picturesque fjords of Akureyri, offering breathtaking fjord views, a peaceful setting, and captivating nature walks."
129,Vik Black Sand Beach Resort,606,567891234,blacksandbeachresort@example.com,37,"['Beachfront Location', 'Dramatic Landscapes', 'Local Culture']","A remarkable resort situated on Vik's famous black sand beach, providing a beachfront location, dramatic landscapes, and an immersive experience of the local culture."
130,Hofn Glacier View Lodge,603,432198765,glacierviewlodge@example.com,68,"['Glacier Views', 'Cosy Accommodation', 'Adventure Tours']","A charming lodge offering stunning views of Hofn's glaciers, cozy accommodations, and exhilarating adventure tours."
131,Cape Town Waterfront Hotel,1298,123456789,waterfronthotel@example2.com,6,"['Waterfront Views', 'Rooftop Terrace', 'Cultural Attractions']","A splendid hotel located in Cape Town's vibrant waterfront, offering captivating waterfront views, a scenic rooftop terrace, and easy access to the city's cultural attractions."
132,Johannesburg Business Hotel,1302,987654321,businesshote1l@example.com,147,"['Business Facilities', 'Modern Comfort', 'Shopping Nearby']","A contemporary hotel catering to business travelers in Johannesburg, featuring excellent business facilities, modern comfort, and convenient proximity to shopping destinations."
133,Durban Beachfront Resort,1305,567891234,beachfrontresorttropic@example.com,144,"['Beach Access', 'Water Park', 'Family-Friendly']","A family-friendly resort situated along Durban's stunning beachfront, offering direct beach access, a thrilling water park, and a range of activities for all ages."
134,Pretoria Garden Retreat,1311,432198765,gardenretreat@example.com,92,"['Garden Setting', 'Relaxing Atmosphere', 'Cultural Sites']","A peaceful retreat nestled in the gardens of Pretoria, providing a relaxing atmosphere, serene surroundings, and easy access to the city's cultural sites."
135,Port Elizabeth Safari Lodge,1313,123456789,safarilodge2@example.com,44,"['Safari Experience', 'Luxury Tents', 'Wildlife Sightings']","An exclusive safari lodge in Port Elizabeth, offering an immersive safari experience, luxurious tents, and unforgettable wildlife sightings."
136,Bloemfontein Heritage Hotel,1319,987654321,heritagehotel@example.com,72,"['Historic Charm', 'Classic Elegance', 'City Center Location']","A heritage hotel exuding classic elegance in the heart of Bloemfontein, featuring a blend of historic charm, modern amenities, and a convenient city center location."
137,Riyadh Business Tower Hotel,1248,123456789,businesstowerhotel@example.com,104,"['Business Facilities', 'Executive Lounge', 'Fine Dining']","A prestigious business hotel in Riyadh, offering state-of-the-art business facilities, an exclusive executive lounge, and an exceptional fine dining experience."
138,Jeddah Seaside Resort,1251,987654321,seasideresort@example.com,39,"['Beachfront Location', 'Infinity Pool', 'Spa Retreat']","A luxurious seaside resort in Jeddah, providing a prime beachfront location, an infinity pool with panoramic views, and a tranquil spa retreat."
139,Mecca Pilgrim Hotel,1254,567891234,pilgrimhotel@example.com,122,"['Close to Holy Sites', 'Prayer Facilities', 'Pilgrimage Services']","A convenient hotel catering to pilgrims in Mecca, offering close proximity to holy sites, dedicated prayer facilities, and comprehensive pilgrimage services."
140,Medina Oasis Retreat,1259,432198765,oasisretreat@example.com,58,"['Peaceful Setting', 'Courtyard Gardens', 'Spiritual Atmosphere']","A serene retreat in Medina, providing a peaceful setting, enchanting courtyard gardens, and a spiritual atmosphere for reflection and relaxation."
141,Dammam Business Park Hotel,1261,123456789,businessparkhotel@example.com,16,"['Business Center', 'Modern Accommodation', 'Convenient Location']","A contemporary hotel in Dammam's bustling business park, featuring a well-equipped business center, modern accommodation, and a convenient location."
142,Amman City Center Hotel,771,123456789,citycentauroerhotel@example.com,105,"['Central Location', 'Rooftop Lounge', 'City Views']","A centrally located hotel in Amman, offering easy access to the city's attractions, a stylish rooftop lounge, and stunning views of the city skyline."
143,Petra Desert Camp,773,987654321,desertcamp@example.com,13,"['Desert Experience', 'Bedouin Tents', 'Camel Rides']","A unique desert camp near Petra, providing an authentic desert experience, comfortable Bedouin-style tents, and unforgettable camel rides."
144,Aqaba Beach Resort,777,567891234,beachresort@example.com,50,"['Private Beach', 'Water Sports', 'Relaxation']","A beachfront resort in Aqaba, offering a private beach, exciting water sports activities, and a tranquil environment for relaxation."
145,Nairobi Safari Lodge,797,123456789,safarilodge@example.com,49,"['Safari Experience', 'Wildlife Viewing', 'Luxury Accommodation']","An exquisite safari lodge in Nairobi, offering an unforgettable safari experience, spectacular wildlife viewing opportunities, and luxurious accommodations."
146,Mombasa Beachfront Resort,801,987654321,beachfrontresort@example.com,130,"['Beach Access', 'Water Sports', 'Entertainment']","A lively beachfront resort in Mombasa, providing direct beach access, a range of water sports activities, and vibrant entertainment options."
147,Nakuru Nature Retreat,803,567891234,natureretreat@example.com,20,"['Nature Walks', 'Birdwatching', 'Scenic Beauty']","A nature retreat near Nakuru, offering captivating nature walks, exceptional birdwatching opportunities, and breathtaking scenic beauty."
148,Eldoret Country Club,808,432198765,countryclub@example.com,91,"['Golf Course', 'Tennis Courts', 'Relaxation']","A prestigious country club in Eldoret, featuring a magnificent golf course, well-maintained tennis courts, and a serene ambiance for relaxation."
149,Paris Eiffel Tower Hotel,378,123456789,eiffeltowerhotel@example.com,115,"['Iconic Location', 'Rooftop Views', 'Fine Dining']","An elegant hotel near the Eiffel Tower in Paris, offering an iconic location, breathtaking rooftop views, and a culinary journey of fine dining."
150,Nice Riviera Resort,394,987654321,rivieraresort@example.com,51,"['Seaside Escape', 'Infinity Pool', 'Spa and Wellness']","A luxurious resort along the French Riviera in Nice, providing a seaside escape, a stunning infinity pool, and indulgent spa and wellness facilities."
151,Lyon Historic Boutique Hotel,386,567891234,historicboutique@example.com,16,"['Historic Charm', 'Central Location', 'Gourmet Cuisine']","A boutique hotel exuding historic charm in the heart of Lyon, offering a central location, elegant accommodations, and gourmet cuisine."
152,Cannes Beachfront Retreat,415,432198765,beachfrontretreat2@example.com,100,"['Beach Access', 'Exclusive Services', 'Stylish Accommodation']","A glamorous beachfront retreat in Cannes, providing direct beach access, exclusive services, and stylish accommodations."
153,Bordeaux Vineyard Hotel,399,123456789,vineyardhotel@example.com,41,"['Wine Tasting', 'Vineyard Views', 'Gourmet Dining']","A refined hotel set amidst the vineyards of Bordeaux, offering wine tasting experiences, picturesque vineyard views, and culinary delights."
154,Barcelona Beachfront Resort,1418,123456789,beachfrontresortpalme@example.com,103,"['Beach Access', 'Infinity Pool', 'Spa and Wellness']","A luxurious beachfront resort in Barcelona, offering direct beach access, a breathtaking infinity pool, and rejuvenating spa and wellness facilities."
155,Madrid City Center Hotel,1414,987654321,citycenterhotelist@example.com,78,"['Central Location', 'Rooftop Terrace', 'Fine Dining']","A sophisticated hotel situated in the heart of Madrid, featuring a central location, a stunning rooftop terrace, and an exceptional fine dining experience."
156,Seville Historic Inn,1422,567891234,historicinn3@example.com,96,"['Historic Charm', 'Courtyard Garden', 'Authentic Atmosphere']","An enchanting inn nestled in the historic streets of Seville, providing historic charm, a tranquil courtyard garden, and an authentic Andalusian atmosphere."
157,Valencia Modern Boutique Hotel,1426,432198765,modernboutique2@example.com,88,"['Contemporary Design', 'Artistic Interiors', 'Gourmet Cuisine']","A modern boutique hotel in Valencia, showcasing contemporary design, artistic interiors, and a culinary journey of gourmet cuisine."
158,New York City Luxury Hotel,1687,123456789,luxuryhotel2@example.com,86,"['Luxurious Amenities', 'City Views', 'Fine Dining']","A luxurious hotel in the heart of New York City, offering lavish amenities, stunning city views, and an exquisite fine dining experience."
159,Los Angeles Hollywood Resort,1695,987654321,hollywoodresort@example.com,66,"['Iconic Location', 'Celebrity Sightings', 'Poolside Relaxation']","A glamorous resort in the heart of Hollywood, providing an iconic location, chances for celebrity sightings, and a tranquil poolside oasis."
160,Chicago Downtown Inn,1699,567891234,downtowninn@example.com,69,"['Central Location', 'Modern Comfort', 'Business Facilities']","A contemporary inn located in downtown Chicago, offering a central location, modern comforts, and excellent business facilities."
161,San Francisco Bayview Hotel,1708,432198765,bayviewhotel@example.com,14,"['Bay Views', 'Charming Neighborhood', 'Cultural Attractions']","A charming hotel with stunning views of San Francisco Bay, nestled in a vibrant neighborhood and surrounded by captivating cultural attractions."
162,Miami Beachfront Resort,1715,123456789,beachfrontresortparadise@example.com,82,"['Beach Access', 'Water Sports', 'Vibrant Nightlife']","A vibrant beachfront resort in Miami, providing direct beach access, exhilarating water sports activities, and easy access to the city's vibrant nightlife scene."
163,Rome Historic Palace Hotel,722,123456789,historichotel@example.com,32,"['Historic Setting', 'Elegant Interiors', 'Fine Dining']","An elegant palace hotel in the heart of Rome, showcasing a historic setting, exquisite interiors, and a culinary experience of fine dining."
164,Venice Canal View Inn,724,987654321,canalviewinn@example.com,54,"['Canal Views', 'Quaint Atmosphere', 'Authentic Experience']","A charming inn offering picturesque canal views in Venice, providing a quaint atmosphere and an authentic Venetian experience."
165,Florence Renaissance Resort,728,567891234,renaissanceresort@example.com,29,"['Renaissance Architecture', 'Scenic Surroundings', 'Luxury Accommodation']","A luxurious resort in Florence, showcasing magnificent Renaissance architecture, breathtaking surroundings, and opulent luxury accommodation."
166,Milan Fashion District Hotel,733,432198765,fashiondistricthotel@example.com,66,"['Fashionable Location', 'Contemporary Design', 'Shopping Opportunities']","A trendy hotel in Milan's fashionable district, featuring contemporary design, a fashionable ambiance, and unparalleled shopping opportunities."
167,Naples Coastal Retreat,738,123456789,coastalretreat5@example.com,74,"['Coastal Views', 'Relaxing Atmosphere', 'Seafood Cuisine']","A serene coastal retreat in Naples, offering breathtaking coastal views, a relaxing atmosphere, and a delectable taste of local seafood cuisine."
168,Sicily Vineyard Resort,741,987654321,vineyardresort@example.com,84,"['Vineyard Setting', 'Wine Tasting', 'Mediterranean Delights']","A captivating resort nestled amidst Sicily's vineyards, providing a picturesque vineyard setting, delightful wine tasting experiences, and a taste of Mediterranean delights."
169,Beijing City Center Hotel,188,123456789,citycenterhoteeel@example.com,63,"['Central Location', 'Business Facilities', 'Cultural Attractions']","A centrally located hotel in Beijing, offering easy access to the city's attractions, excellent business facilities, and a chance to immerse in Chinese culture."
170,Shanghai Riverside Resort,192,987654321,riversideresor5t@example.com,38,"['Riverside Setting', 'Tranquil Ambiance', 'Scenic Views']","A tranquil resort nestled along the scenic riverside in Shanghai, providing a serene ambiance, breathtaking views, and a perfect retreat from the bustling city."
171,Xi'an Historic Inn,199,567891234,historicinn7@example.com,54,"['Historic Charm', 'Courtyard Garden', 'Authentic Experience']","An enchanting inn in the historic city of Xi'an, showcasing historic charm, a serene courtyard garden, and an authentic experience of Chinese traditions."
172,Guangzhou Modern Boutique Hotel,205,432198765,modernboutique@example.com,39,"['Contemporary Design', 'Artistic Interiors', 'Gourmet Dining']","A modern boutique hotel in Guangzhou, featuring contemporary design, artistic interiors, and a culinary journey of gourmet dining."
173,Cancun Beachfront Resort,849,123456789,beachfrontresorts@example.com,29,"['Beach Access', 'Infinity Pool', 'Water Sports']","A luxurious beachfront resort in Cancun, offering direct beach access, a mesmerizing infinity pool, and an array of thrilling water sports activities."
174,Mexico City Historic Inn,847,987654321,historicinn@example.com,136,"['Historic Setting', 'Authentic Atmosphere', 'Local Culture']","An intimate inn in the heart of Mexico City, providing a historic setting, an authentic atmosphere, and a chance to immerse in the vibrant local culture."
175,London Luxury Hotel,1645,123456789,luxuryhotel@example.com,119,"['Luxurious Amenities', 'City Views', 'Fine Dining']","A luxurious hotel in the heart of London, offering lavish amenities, stunning city views, and an exceptional fine dining experience."
176,Edinburgh Boutique Inn,1651,987654321,boutiqueinn@example.com,29,"['Quaint Charm', 'Cozy Atmosphere', 'Scenic Surroundings']","A charming boutique inn in the picturesque city of Edinburgh, providing a quaint charm, a cozy atmosphere, and scenic surroundings."
177,Istanbul Bosphorus Hotel,1627,123456789,bosphorushotel@example.com,114,"['Bosphorus Views', 'Luxurious Interiors', 'Spa Retreat']","A luxurious hotel with breathtaking views of the Bosphorus in Istanbul, featuring luxurious interiors, a rejuvenating spa retreat, and a perfect blend of tranquility and elegance."
178,Ankara Business Hotel,1630,987654321,businesshotel@example2.com,120,"['Business Facilities', 'Central Location', 'Modern Comfort']","A contemporary hotel catering to business travelers in Ankara, offering excellent business facilities, a central location, and modern comforts."
179,Cappadocia Cave Retreat,1636,567891234,caveretreat@example.com,149,"['Cave Accommodation', 'Panoramic Views', 'Hot Air Balloon Rides']","A unique cave retreat in Cappadocia, providing extraordinary cave accommodation, panoramic views, and thrilling hot air balloon rides."
180,Berlin City Center Hotel,426,123456789,citycenterhotel@example.com,87,"['Central Location', 'Modern Design', 'Cultural Attractions']","A modern hotel in the heart of Berlin, offering a central location, sleek modern design, and easy access to the city's cultural attractions."
181,Munich Alpine Resort,430,987654321,alpineresor2t@example.com,67,"['Alpine Setting', 'Outdoor Activities', 'Wellness Retreat']","A serene alpine resort near Munich, providing an idyllic alpine setting, an array of outdoor activities, and a tranquil wellness retreat."
182,Hamburg Harbor View Hotel,434,567891234,harborviewhotel@example.com,13,"['Harbor Views', 'Contemporary Elegance', 'Waterfront Dining']","A stylish hotel with captivating harbor views in Hamburg, showcasing contemporary elegance, waterfront dining options, and a vibrant maritime ambiance."
183,Cologne Riverside Retreat,441,432198765,riversideretreat@example.com,113,"['Riverside Location', 'Relaxing Atmosphere', 'Cultural Excursions']","A peaceful retreat nestled along the riverside in Cologne, providing a relaxing atmosphere, a picturesque riverside location, and opportunities for cultural excursions."
184,Frankfurt Business Hotel,444,123456789,businesshotel3@example.com,9,"['Business Facilities', 'Executive Lounge', 'Convenient Location']","A sophisticated hotel catering to business travelers in Frankfurt, featuring state-of-the-art business facilities, an exclusive executive lounge, and a convenient location."
185,Bangkok Riverside Resort,1860,123456789,riversideresort@example.com,4,"['Riverside Setting', 'Tranquil Ambiance', 'Scenic Views']","A serene riverside resort in Bangkok, offering a picturesque riverside setting, a tranquil ambiance, and scenic views of the city's skyline."
186,Phuket Beachfront Retreat,1869,987654321,beachfrontretreat@example.com,90,"['Beach Access', 'Private Villas', 'Wellness Spa']","A luxurious beachfront retreat in Phuket, providing direct beach access, private villas, and a wellness spa for ultimate relaxation."
187,Chiang Mai Nature Lodge,1865,567891234,naturelodge@example.com,77,"['Nature Surroundings', 'Authentic Experience', 'Outdoor Activities']","A nature lodge nestled amidst the tranquil beauty of Chiang Mai, offering serene nature surroundings, an authentic Thai experience, and an array of outdoor activities."
188,Krabi Cliffside Resort,1874,432198765,cliffsideresort@example.com,45,"['Cliffside Location', 'Panoramic Views', 'Infinity Pool']","A breathtaking resort perched on the cliffs of Krabi, providing a cliffside location, panoramic views of the Andaman Sea, and a mesmerizing infinity pool."
189,Hotel Pula,1834,123454321,hotelpula@example.com,100,"['Free Wi-Fi', 'Swimming Pool', 'Spa']","A luxurious hotel situated in the beautiful city of Pula, offering stunning views of the Adriatic Sea and top-notch amenities for a memorable stay."
190,Hotel Osijek,1843,383654322,hotelosijek@example.com,80,"['Free Wi-Fi', 'Fitness Center', 'Conference Rooms']","A modern hotel located in the vibrant city of Osijek, offering comfortable accommodations and excellent facilities for both business and leisure travelers."
191,Hotel Sakura,752,9935437899,hotelsakura@example.com,120,"['Free Wi-Fi', 'Swimming Pool', 'Spa']","A serene and elegant hotel nestled amidst the cherry blossoms in Hiroshima, offering a harmonious blend of traditional Japanese hospitality and modern comforts."
