647,Sudirman Street 10,"A major thoroughfare in the central business district, lined with modern skyscrapers.",133
648,Kota Tua Square,A historic area showcasing Dutch colonial buildings and museums.,133
649,Menteng Park 5,"A green oasis in the heart of the city, perfect for relaxation and outdoor activities.",133
650,Shopping Avenue 15,"A popular shopping destination featuring malls, boutiques, and entertainment venues.",133
651,Ancol Dreamland,"A recreational complex offering amusement parks, beaches, and water activities.",133
652,Ubud Street 7,"The cultural heart of Bali, known for its art galleries, traditional crafts, and yoga retreats.",134
653,Kuta Beach Road,"A vibrant stretch of coastline with a lively atmosphere, surfing spots, and beach clubs.",134
654,Tanah Lot Temple,"A picturesque temple perched on a rock formation, offering breathtaking sunsets.",134
655,Rice Terrace View 10,A scenic spot showcasing Bali's iconic terraced rice fields.,134
656,Seminyak Square,"A trendy area with upscale boutiques, chic restaurants, and vibrant nightlife.",134
657,Uluwatu Cliff 3,A dramatic cliffside location famous for its ancient temple and traditional Kecak dance performances.,134
658,Malioboro Street,"A bustling shopping street known for its traditional market, batik shops, and street vendors.",135
659,Prambanan Temple,A magnificent Hindu temple complex featuring towering spires and intricate carvings.,135
660,Taman Sari Water Castle,A historic water palace showcasing Javanese architecture and lush gardens.,135
661,Kraton Yogyakarta,"The royal palace of the Sultan of Yogyakarta, offering insights into Javanese culture.",135
662,Borobudur Temple,A UNESCO World Heritage site and one of the world's largest Buddhist temples.,135
663,Dago Street 5,"A trendy street lined with fashionable boutiques, cafes, and art galleries.",136
664,Cihampelas Walk,A popular shopping mall known for its factory outlets and fashion stores.,136
665,Trans Studio Bandung,A large indoor theme park featuring thrilling rides and entertainment.,136
666,Gedung Sate,"A colonial-era building with a distinctive architectural style, now serving as the governor's office.",136
667,Tunjungan Street,"A bustling shopping district with department stores, boutiques, and street vendors.",137
668,Surabaya Zoo,A large zoo home to a variety of animal species and educational exhibits.,137
669,Monument of Heroes,A historic landmark commemorating the Battle of Surabaya during Indonesia's struggle for independence.,137
670,Arts and Crafts Village,"A cultural village showcasing traditional crafts, art demonstrations, and workshops.",137
671,Merdeka Walk,A lively outdoor food court and entertainment area with live music and local delicacies.,138
672,Maimun Palace,A stunning palace known for its distinctive Malay architecture and royal heritage.,138
673,Tjong A Fie Mansion,A historic mansion showcasing the cultural blend of Chinese and Indonesian influences.,138
674,Great Mosque of Medan,A grand mosque with elegant architecture and a central location in the city.,138
675,Losari Beach,A popular waterfront promenade offering stunning sunset views and local street food.,139
676,Fort Rotterdam,A well-preserved Dutch fortress featuring historical exhibits and cultural events.,139
677,Trans Studio Makassar,"A theme park with thrilling rides, entertainment shows, and shopping options.",139
678,Pantai Akkarena,A picturesque beach known for its crystal-clear waters and recreational activities.,139
679,Temple Bar,"A lively neighborhood filled with pubs, live music venues, and cultural attractions.",140
680,Guinness Storehouse,"A must-visit destination for beer enthusiasts, offering brewery tours and tastings.",140
681,Trinity College,Ireland's oldest university with a historic campus and the famous Book of Kells exhibition.,140
682,Dublin Castle,A medieval castle complex with beautiful gardens and guided tours showcasing its rich history.,140
683,English Market,"A vibrant covered market known for its fresh produce, local delicacies, and artisanal goods.",141
684,Blarney Castle,"A medieval fortress featuring the famous Blarney Stone, said to grant eloquence when kissed.",141
685,St. Fin Barre's Cathedral,A magnificent cathedral showcasing Gothic Revival architecture and intricate stone carvings.,141
686,Cork City Gaol,A former prison turned museum offering insights into Cork's penal history.,141
687,Eyre Square,"A lively square in the city center with green spaces, sculptures, and nearby shopping streets.",142
688,Spanish Arch,"A historic stone arch overlooking the River Corrib, part of Galway's medieval city walls.",142
689,Galway Cathedral,A grand cathedral with beautiful stained glass windows and a peaceful atmosphere.,142
690,Claddagh District,A charming neighborhood known for its traditional thatched cottages and Claddagh ring heritage.,142
691,King John's Castle,"A medieval castle offering panoramic views, interactive exhibits, and historical reenactments.",143
692,Hunt Museum,"A fascinating museum housing a diverse collection of art, antiquities, and cultural artifacts.",143
693,St. Mary's Cathedral,A striking cathedral featuring Romanesque and Gothic architecture.,143
694,Thomond Park,A renowned rugby stadium hosting matches and events.,143
695,Kilkenny Castle,"A magnificent castle surrounded by extensive gardens, parkland, and cultural events.",144
696,Medieval Mile,"A historic route showcasing Kilkenny's medieval architecture, landmarks, and museums.",144
697,Smithwick's Brewery,A brewery tour offering insights into Kilkenny's brewing heritage and beer tasting experiences.,144
698,St. Canice's Cathedral,A medieval cathedral with a round tower offering panoramic views of Kilkenny.,144
699,Old City,"A UNESCO World Heritage site featuring religious landmarks, narrow streets, and vibrant markets.",145
700,Western Wall,A sacred site for Jewish prayers and a remnant of the ancient Jewish temple complex.,145
701,Church of the Holy Sepulchre,A significant Christian pilgrimage site believed to be the site of Jesus' crucifixion and burial.,145
702,Mount of Olives,A hilltop overlooking Jerusalem with panoramic views and religious significance.,145
703,Rothschild Boulevard,"A bustling street with cafes, restaurants, and Bauhaus architecture, a UNESCO World Heritage site.",146
704,Jaffa Old City,"An ancient port city with narrow streets, art galleries, and a lively flea market.",146
705,Tel Aviv Museum of Art,A prominent art museum featuring a diverse collection of modern and contemporary art.,146
706,Carmel Market,"A vibrant market offering a wide range of fresh produce, spices, and local products.",146
707,Bahá'í Gardens,"A series of terraced gardens surrounding the Shrine of the Báb, offering panoramic views of the city and sea.",147
708,Carmelit Subway,A unique underground funicular railway connecting Haifa's lower and upper neighborhoods.,147
709,German Colony,"A picturesque neighborhood known for its restored Templar houses, boutique shops, and cafes.",147
710,Haifa Port,"A bustling seaport with a vibrant atmosphere, seafood restaurants, and scenic views.",147
711,Coral Beach Nature Reserve,"A marine reserve with vibrant coral reefs, offering snorkeling and diving opportunities.",148
712,Timna Park,"A desert park featuring stunning geological formations, hiking trails, and ancient copper mines.",148
713,Underwater Observatory Marine Park,An underwater observatory allowing visitors to observe marine life without getting wet.,148
714,Mall Hayam,"A modern shopping mall with a range of stores, entertainment options, and dining venues.",148
715,Herzl Street,"A bustling street lined with shops, cafes, and cultural attractions in Netanya's city center.",149
716,Poleg Beach,"A popular beach known for its golden sand, clear waters, and coastal promenade.",149
717,Netanya Promenade,"A scenic promenade overlooking the Mediterranean Sea, ideal for leisurely strolls and sunsets.",149
718,Blue Bay Beach,"A tranquil beach with calm waters and a relaxed atmosphere, perfect for swimming and sunbathing.",149
719,Colosseum,An ancient amphitheater known for its architectural grandeur and historical significance.,150
720,Vatican City,An independent city-state housing St. Peter's Basilica and the Vatican Museums.,150
721,Trevi Fountain,A stunning Baroque fountain where visitors can toss a coin for good luck.,150
722,Spanish Steps,A famous staircase connecting the Piazza di Spagna and Trinità dei Monti church.,150
723,St. Mark's Square,"The main public square in Venice, surrounded by iconic landmarks like St. Mark's Basilica and the Doge's Palace.",151
724,Rialto Bridge,"A famous bridge spanning the Grand Canal, lined with shops and offering picturesque views.",151
725,Gondola Ride,"A quintessential Venetian experience, gliding through the city's charming canals in a traditional gondola.",151
726,Murano Island,A renowned glassmaking island with workshops and galleries showcasing exquisite glass creations.,151
727,Florence Cathedral,A stunning cathedral with a dome designed by Brunelleschi and breathtaking interior artwork.,152
728,Uffizi Gallery,"One of the world's most renowned art museums, housing masterpieces by Renaissance artists.",152
729,Ponte Vecchio,"A medieval bridge lined with shops, offering scenic views over the Arno River.",152
730,Piazza della Signoria,A historic square featuring the Palazzo Vecchio and famous statues like Michelangelo's David.,152
731,Duomo di Milano,A magnificent Gothic cathedral known for its intricate façade and panoramic views from the rooftop.,153
732,Galleria Vittorio Emanuele II,"A stunning shopping arcade with high-end boutiques, cafes, and mosaic floors.",153
733,The Last Supper,Leonardo da Vinci's iconic fresco painting housed in the Convent of Santa Maria delle Grazie.,153
734,Sforza Castle,"A grand castle housing museums, art collections, and beautiful gardens.",153
735,Pompeii,"An ancient Roman city preserved in volcanic ash, offering a glimpse into daily life in antiquity.",154
736,Mount Vesuvius,An active volcano known for its eruption in 79 AD and breathtaking panoramic views.,154
737,Naples National Archaeological Museum,"A museum showcasing artifacts from Pompeii, Herculaneum, and other archaeological sites.",154
738,Spaccanapoli,"A long, narrow street that cuts through the historic center of Naples, brimming with life and local culture.",154
739,Piazza del Campo,A medieval square famous for hosting the Palio horse race and surrounded by historic buildings.,155
740,Siena Cathedral,A stunning cathedral showcasing Gothic architecture and home to important artworks.,155
741,Torre del Mangia,A towering bell tower offering panoramic views of Siena and the surrounding countryside.,155
742,Museo dell'Opera Metropolitana,A museum housing masterpieces from Siena's Cathedral and other religious sites.,155
743,1-1 Shibuya Crossing,"One of the busiest pedestrian intersections in the world, known for its vibrant energy.",156
744,2-2 Tokyo Skytree,A towering observation tower offering panoramic views of Tokyo and beyond.,156
745,3-3 Meiji Shrine,"A serene Shinto shrine set in a tranquil forest, dedicated to Emperor Meiji and Empress Shoken.",156
746,4-4 Kiyomizu-dera,A historic temple known for its wooden terrace that offers stunning views of Kyoto.,157
747,5-5 Fushimi Inari Taisha,A famous Shinto shrine featuring thousands of torii gates lining the mountain trails.,157
748,6-6 Arashiyama Bamboo Grove,A magical bamboo forest that creates a serene atmosphere for strolling.,157
749,7-7 Osaka Castle,A majestic castle that played a major role in the unification of Japan.,158
750,8-8 Dotonbori,A bustling street in the heart of Osaka known for its vibrant nightlife and delicious street food.,158
751,9-9 Universal Studios Japan,A popular theme park featuring attractions based on movies and TV shows.,158
752,10-10 Hiroshima Peace Memorial Park,A memorial park dedicated to the victims of the atomic bombing in 1945.,159
753,11-11 Itsukushima Shrine,A UNESCO World Heritage site known for its iconic torii gate that appears to float on water.,159
754,12-12 Hiroshima Castle,A reconstructed castle with a history museum showcasing artifacts from the samurai era.,159
755,13-13 Todaiji Temple,"A grand temple housing the Great Buddha, one of the largest bronze statues in Japan.",160
756,14-14 Nara Park,"A sprawling park where visitors can interact with freely roaming deer, considered sacred in Japanese culture.",160
757,15-15 Kasuga Taisha,A picturesque Shinto shrine known for its lanterns and beautiful forested surroundings.,160
758,16-16 Odori Park,"A spacious park in the center of Sapporo, offering green spaces and seasonal events.",161
759,17-17 Sapporo TV Tower,An iconic observation tower with a viewing platform providing panoramic views of the city.,161
760,18-18 Susukino,"A lively entertainment district with a wide array of restaurants, bars, and nightlife options.",161
761,19-19 Fukuoka Tower,A seaside tower offering panoramic views of Fukuoka's skyline and the surrounding area.,162
762,20-20 Ohori Park,"A scenic park featuring a large pond and walking paths, perfect for relaxation and outdoor activities.",162
763,21-21 Dazaifu Tenmangu,"A famous Shinto shrine dedicated to Tenjin, the deity of learning and scholarship.",162
764,22-22 Kenroku-en,"One of Japan's most beautiful gardens, known for its seasonal landscapes and traditional tea houses.",163
765,23-23 Kanazawa Castle,A historic castle with beautifully preserved architecture and lush gardens.,163
766,24-24 Omicho Market,"A bustling market offering fresh seafood, local produce, and a variety of culinary delights.",163
767,25-25 Atomic Bomb Museum,A museum providing insights into the atomic bombing of Nagasaki during World War II.,164
768,26-26 Glover Garden,A hillside park featuring Western-style residences and panoramic views of Nagasaki Harbor.,164
769,27-27 Nagasaki Peace Park,"A park dedicated to peace and nuclear disarmament, with monuments and a peace statue.",164
770,28-28 Citadel of Amman,An ancient hilltop site with historic ruins and sweeping views of the city.,165
771,29-29 Roman Theatre,A well-preserved Roman amphitheater that once hosted performances and events.,165
772,30-30 Rainbow Street,"A vibrant street filled with shops, cafes, and restaurants, offering a lively atmosphere.",165
773,31-31 Al-Khazneh (The Treasury),"An iconic archaeological site carved into the rock, known for its intricate facades.",166
774,32-32 The Siq,"A narrow gorge leading to Petra's main entrance, creating a dramatic and awe-inspiring passage.",166
775,33-33 Monastery (Al-Deir),"A monumental rock-cut building located high in the hills of Petra, offering stunning views.",166
776,34-34 Aqaba Marine Park,"A protected marine reserve with vibrant coral reefs, perfect for snorkeling and diving.",167
777,35-35 Aqaba Castle,"A historic castle overlooking Aqaba's old town, providing insights into the city's past.",167
778,36-36 South Beach,"A picturesque stretch of coastline with white sand and crystal-clear waters, ideal for relaxation.",167
779,37-37 Madaba Mosaic Map,"A famous mosaic map depicting the Holy Land, preserved in a church in Madaba.",168
780,38-38 Mount Nebo,A biblical site offering panoramic views of the Jordan Valley and the Dead Sea.,168
781,39-39 Madaba Archaeological Park,An open-air museum showcasing ancient ruins and artifacts from Madaba's history.,168
782,40-40 Jerash Ruins,A remarkable ancient Roman city featuring well-preserved structures and a lively history.,169
783,41-41 Hadrian's Arch,A monumental arch built to honor Emperor Hadrian's visit to Jerash in the 2nd century.,169
784,42-42 Hippodrome,A large arena where chariot races and other events took place during Roman times.,169
785,43-43 Lawrence's Spring,"A natural spring associated with T.E. Lawrence, known as Lawrence of Arabia.",170
786,44-44 Jebel Khazali,"A narrow canyon with ancient inscriptions and rock formations, perfect for exploration.",170
787,45-45 Desert Camping Experience,"An opportunity to spend a night in the desert, enjoying the tranquil beauty of Wadi Rum.",170
788,46-46 Yarmouk University,A leading university known for its academic excellence and beautiful campus.,171
789,47-47 Jordan Museum of Natural History,A museum showcasing Jordan's diverse natural heritage and wildlife.,171
790,48-48 Arabela Mall,A popular shopping destination offering a wide range of local and international brands.,171
791,49-49 Karak Castle,"A massive Crusader castle perched on a hilltop, offering panoramic views of the surrounding area.",172
792,50-50 Al-Karak Archaeological Museum,A museum housing archaeological artifacts that shed light on Karak's history.,172
793,51-51 Karak Souq,"A bustling market where visitors can explore local crafts, spices, and traditional products.",172
794,52-52 Al-Khader Church,"A historic church dedicated to St. George, known for its beautiful frescoes and artwork.",173
795,53-53 Al-Muhtasib Market,"A vibrant market showcasing traditional Jordanian crafts, textiles, and handmade goods.",173
796,54-54 Salt Archaeological & Folklore Museum,A museum displaying archaeological finds and artifacts from Salt's past.,173
797,55-55 Nairobi National Park,"A unique wildlife park located just outside the city, offering the chance to see wildlife in their natural habitat.",174
798,56-56 David Sheldrick Wildlife Trust,"A sanctuary for orphaned elephants and rhinos, dedicated to their rescue and rehabilitation.",174
799,57-57 Karen Blixen Museum,"A museum housed in the former home of Danish author Karen Blixen, known for her book 'Out of Africa.'",174
800,58-58 Fort Jesus,"A historic fort built by the Portuguese in the 16th century, now a UNESCO World Heritage site.",175
801,59-59 Mombasa Old Town,"A charming neighborhood with Swahili architecture, narrow streets, and vibrant markets.",175
802,60-60 Haller Park,A nature reserve and wildlife sanctuary where visitors can see a variety of animals and plants.,175
803,61-61 Lake Nakuru National Park,A national park famous for its abundant birdlife and the opportunity to spot rhinos and flamingos.,176
804,62-62 Menengai Crater,A massive volcanic crater offering panoramic views and hiking opportunities.,176
805,63-63 Hyrax Hill Prehistoric Site,An archaeological site showcasing ancient artifacts and offering insights into human history.,176
806,64-64 Eldoret Museum,A museum highlighting the rich cultural heritage and history of the Kalenjin people.,177
807,65-65 Eldoret Sports Club,"A sports club with various facilities, including golf courses, tennis courts, and swimming pools.",177
808,66-66 Moi Teaching and Referral Hospital,A renowned teaching hospital providing healthcare services and medical education.,177
809,67-67 Kisumu Impala Sanctuary,"A wildlife sanctuary offering the chance to see impalas, giraffes, zebras, and other animals.",178
810,68-68 Kisumu Museum,"A museum showcasing the cultural heritage, archaeology, and natural history of the region.",178
811,69-69 Dunga Hill Camp,"A picturesque campsite located on the shores of Lake Victoria, perfect for outdoor enthusiasts.",178
812,70-70 Petronas Twin Towers,An iconic twin tower complex that offers breathtaking views of Kuala Lumpur's skyline.,179
813,71-71 Batu Caves,"A series of limestone caves and Hindu shrines, attracting devotees and tourists alike.",179
814,72-72 Bukit Bintang,A vibrant shopping and entertainment district known for its bustling nightlife and street food.,179
815,73-73 Penang Hill,A hilltop retreat offering panoramic views of George Town and the surrounding area.,180
816,74-74 Clan Jetties,"Traditional wooden jetties where Chinese clans have lived for generations, providing a glimpse into local culture.",180
817,75-75 Street Art in George Town,An artistic treasure hunt to discover the vibrant street art murals scattered throughout the city.,180
818,76-76 Mount Kinabalu,"The highest peak in Southeast Asia, attracting climbers from around the world.",181
819,77-77 Tunku Abdul Rahman National Park,A cluster of beautiful islands offering stunning beaches and snorkeling opportunities.,181
820,78-78 Kota Kinabalu City Mosque,"A majestic mosque with a stunning lakeside location, known for its Islamic architecture.",181
821,79-79 A Famosa,The remains of a Portuguese fortress and a historical landmark in Malacca City.,182
822,80-80 Jonker Street,"A vibrant street lined with antique shops, street food stalls, and historic buildings.",182
823,81-81 Stadthuys,"A Dutch colonial building that houses the History Museum, offering insights into Malacca's past.",182
824,82-82 Legoland Malaysia,A popular theme park featuring a variety of attractions and interactive experiences for all ages.,183
825,83-83 Johor Bahru Old Chinese Temple,"A historic temple dedicated to the deity of prosperity, attracting worshippers and visitors.",183
826,84-84 Sultan Abu Bakar State Mosque,A magnificent mosque with stunning architecture and beautiful views of Johor Bahru.,183
827,85-85 Kellie's Castle,A partially completed mansion with a fascinating history and beautiful architectural features.,184
828,86-86 Concubine Lane,"A charming alleyway known for its quaint shops, cafes, and vibrant street art.",184
829,87-87 Ipoh Railway Station,A stunning colonial-era train station known for its beautiful architecture and elegant design.,184
830,88-88 Langkawi Sky Bridge,A suspended bridge offering panoramic views of Langkawi's rainforests and islands.,185
831,89-89 Pantai Cenang,"A popular beach destination with crystal-clear waters, water sports activities, and beachside restaurants.",185
832,90-90 Langkawi Cable Car,A thrilling cable car ride that takes visitors to the top of Gunung Mat Cincang for breathtaking views.,185
833,91-91 Bako National Park,"A diverse national park known for its wildlife, rainforests, and stunning coastline.",186
834,92-92 Sarawak Cultural Village,An open-air living museum showcasing the cultural heritage of Sarawak's indigenous tribes.,186
835,93-93 Kuching Waterfront,A picturesque riverside promenade offering scenic views and a vibrant atmosphere.,186
836,94-94 Teluk Cempedak,"A beautiful beach with golden sand, clear water, and scenic rock formations.",187
837,95-95 Sultan Ahmad Shah State Mosque,A grand mosque known for its Islamic architecture and peaceful atmosphere.,187
838,96-96 Sungai Pandan Waterfall,"A tranquil waterfall nestled in the lush rainforest, perfect for nature lovers.",187
839,97-97 Sepilok Orangutan Rehabilitation Centre,A sanctuary dedicated to the rehabilitation of orphaned orangutans.,188
840,98-98 Kinabatangan River,"A wildlife-rich river where visitors can spot proboscis monkeys, crocodiles, and other species.",188
841,99-99 Sandakan Memorial Park,A memorial park commemorating the prisoners of war who lost their lives during World War II.,188
842,100-100 Taiping Lake Gardens,"A scenic park with serene lakes, beautiful gardens, and diverse flora and fauna.",189
843,101-101 Zoo Taiping & Night Safari,A popular zoo featuring a wide range of animals and a thrilling night safari experience.,189
844,102-102 Bukit Larut (Maxwell Hill),"A hill resort offering cool temperatures, lush forests, and panoramic views of Taiping.",189
845,103-103 Palacio de Bellas Artes,"A stunning fine arts palace featuring exhibitions, performances, and cultural events.",190
846,104-104 Zocalo,"The main square of Mexico City, surrounded by historic buildings and the Metropolitan Cathedral.",190
847,105-105 Frida Kahlo Museum,"The former home of artist Frida Kahlo, now a museum showcasing her life and works.",190
848,1234 Caribbean Avenue,A popular tourist destination known for its pristine beaches and vibrant nightlife.,191
849,5678 Mayan Ruins Street,A street showcasing ancient Mayan ruins and historical sites.,191
850,91011 Coco Bongo Boulevard,A famous nightclub offering lively entertainment and performances.,191
851,121314 Cancun Hotel Zone,A stretch of luxury resorts and hotels along the coast of Cancun.,191
852,151617 Cancun Underwater Museum,An underwater museum featuring submerged sculptures and marine life.,191
853,181920 Cancun Shopping Mall,A bustling shopping mall with a wide range of shops and entertainment options.,191
854,1234 Guadalajara Cathedral Street,"The main cathedral of Guadalajara, known for its stunning architecture and religious significance.",192
855,5678 Mercado Libertad Avenue,"A vibrant market offering a variety of goods, including fresh produce, crafts, and local delicacies.",192
856,91011 Plaza de Armas Square,"A historic square in the heart of Guadalajara, surrounded by colonial buildings and lively atmosphere.",192
857,121314 Teatro Degollado Avenue,"A grand theater showcasing performances of music, dance, and theater.",192
858,151617 Guadalajara Zoo Road,A popular zoo featuring a wide range of animal species and interactive exhibits.,192
859,181920 Tlaquepaque Arts and Crafts Street,A charming street lined with shops and galleries showcasing traditional Mexican arts and crafts.,192
860,1234 Macroplaza Avenue,"One of the largest plazas in the world, featuring fountains, sculptures, and cultural attractions.",193
861,5678 Fundidora Park Road,"A former steel mill turned park offering green spaces, museums, and recreational activities.",193
862,91011 Cerro de la Silla Street,"A famous mountain with a distinctive saddle-like shape, offering panoramic views of Monterrey.",193
863,121314 Barrio Antiguo Street,"A historic neighborhood known for its colonial architecture, vibrant nightlife, and restaurants.",193
864,151617 Museo de Arte Contemporaneo Street,A contemporary art museum showcasing works by Mexican and international artists.,193
865,181920 Paseo Santa Lucia Avenue,"A scenic canal and promenade lined with shops, restaurants, and entertainment.",193
866,1234 Puebla Cathedral Street,"The main cathedral of Puebla, known for its ornate facade and beautiful interior.",194
867,5678 Zocalo de Puebla Square,"The main square of Puebla, surrounded by historic buildings and lively atmosphere.",194
868,91011 Amparo Museum Road,"A museum housed in a colonial-era building, showcasing Mexican art and history.",194
869,121314 Cholula Pyramid Avenue,An archaeological site with a large pyramid and panoramic views of the surrounding area.,194
870,151617 Talavera Pottery Street,"A street famous for its traditional Talavera pottery, featuring vibrant colors and intricate designs.",194
871,181920 Mercado de Sabores Street,A food market offering a variety of local dishes and culinary delights.,194
872,1234 Avenida Revolucion,"The main street of Tijuana known for its vibrant atmosphere, shops, and entertainment.",195
873,5678 Tijuana Cultural Center Road,"A cultural center hosting exhibitions, performances, and events.",195
874,91011 Tijuana Estuary Trail,A nature reserve with hiking trails and diverse bird species.,195
875,121314 Playas de Tijuana Boulevard,"A scenic beachfront area with restaurants, bars, and recreational activities.",195
876,151617 Agua Caliente Racetrack Road,A racetrack and casino offering horse racing and gaming.,195
877,181920 El Trompo Interactive Museum Street,"An interactive museum focused on science and technology, suitable for all ages.",195
878,1234 Paseo de Montejo,"A grand boulevard lined with mansions and colonial buildings, showcasing the city's rich history.",196
879,5678 Uxmal Archaeological Zone Road,An ancient Mayan archaeological site with well-preserved structures.,196
880,91011 Plaza Grande,"The main square of Mérida, featuring the Cathedral and the Government Palace.",196
881,121314 Gran Museo del Mundo Maya Avenue,"A museum dedicated to Mayan civilization, showcasing artifacts and exhibits.",196
882,151617 Cenote Xlacah Road,A natural sinkhole offering the opportunity to swim in crystal-clear waters.,196
883,181920 Lucas de Gálvez Market Street,"A bustling market offering local produce, crafts, and traditional food.",196
884,1234 Oaxaca Cathedral Street,"The main cathedral of Oaxaca, known for its ornate facade and religious significance.",197
885,5678 Santo Domingo Church Avenue,A historic church and monastery complex showcasing Baroque architecture and cultural exhibitions.,197
886,91011 Hierve el Agua Road,"A natural rock formation resembling a petrified waterfall, offering breathtaking views and mineral springs.",197
887,121314 Monte Albán Archaeological Site Road,An ancient Zapotec archaeological site with pyramids and panoramic views of the valley.,197
888,151617 Benito Juarez Market Street,"A vibrant market offering local products, traditional crafts, and delicious food.",197
889,181920 Macedonio Alcala Street,"A pedestrian street lined with shops, cafes, and galleries, perfect for a leisurely stroll.",197
890,1234 Quinta Avenida,"The main street of Playa del Carmen, lined with shops, restaurants, and entertainment venues.",198
891,5678 Xcaret Park Road,"An ecological park offering cultural and natural attractions, including underground rivers and Mayan ruins.",198
892,91011 Cozumel Ferry Pier Avenue,"The ferry pier connecting Playa del Carmen to the island of Cozumel, known for its diving spots.",198
893,121314 Mamitas Beach Road,"A popular beachfront area with beach clubs, water sports, and vibrant nightlife.",198
894,151617 Cenote Dos Ojos Street,A famous cenote (natural sinkhole) offering snorkeling and cave diving experiences.,198
895,181920 Playacar Mayan Ruins Avenue,"Mayan ruins located within the Playacar resort complex, showcasing ancient history.",198
896,1234 Malecon Boardwalk,"A lively boardwalk along the waterfront, lined with shops, restaurants, and street performers.",199
897,5678 Los Muertos Beach Road,"A popular beach area known for its vibrant atmosphere, water sports, and beach clubs.",199
898,91011 Our Lady of Guadalupe Church Street,A landmark church featuring a mix of architectural styles and religious significance.,199
899,121314 Vallarta Botanical Gardens Road,Botanical gardens showcasing a diverse collection of plants and orchids.,199
900,151617 El Malecon Sculptures Street,"A street adorned with sculptures and art installations, adding a touch of creativity to the city.",199
901,181920 Zona Romantica Alley,"A charming neighborhood with cobblestone streets, art galleries, and cozy cafes.",199
902,1234 Parroquia de San Miguel Arcángel Street,"The iconic parish church with its Neo-Gothic facade, dominating the city skyline.",200
903,5678 El Jardín Square,"The main square of San Miguel de Allende, surrounded by colorful buildings and lively ambiance.",200
904,91011 Fabrica La Aurora Avenue,"A former textile factory turned art and design center, showcasing local and international works.",200
905,121314 Mercado de Artesanias Street,"A market offering a wide selection of crafts, artwork, and traditional Mexican souvenirs.",200
906,151617 Instituto Allende Road,"An art school and cultural center hosting workshops, exhibitions, and artistic events.",200
907,181920 Bellas Artes Theater Street,"A theater and cultural venue hosting performances of music, dance, and theater.",200
908,1234 Jemaa el-Fnaa Square,"The main square of Marrakech, known for its bustling atmosphere, food stalls, and street performers.",201
909,5678 Koutoubia Mosque Avenue,"A prominent mosque with its iconic minaret, serving as a landmark in Marrakech.",201
910,91011 Bahia Palace Street,"A magnificent palace with beautiful gardens, intricate architecture, and stunning tilework.",201
911,121314 Majorelle Garden Road,"A vibrant garden featuring exotic plants, colorful buildings, and the Museum of Islamic Art.",201
912,151617 Saadian Tombs Street,"Historical tombs dating back to the 16th century, showcasing intricate decoration and craftsmanship.",201
913,181920 Souk Semmarine Alley,"A bustling market offering a wide range of goods, including textiles, spices, and handicrafts.",201
914,1234 Fes el-Bali Medina,"The oldest walled part of Fez, a UNESCO World Heritage Site known for its narrow streets and traditional atmosphere.",202
915,5678 Al-Attarine Madrasa Street,A beautifully decorated madrasa (Islamic school) showcasing intricate tilework and carvings.,202
916,91011 Bou Inania Madrasa Road,"A historic madrasa featuring stunning architecture, courtyards, and religious significance.",202
917,121314 Chouara Tannery Avenue,"One of the oldest tanneries in the world, where leather is still processed using traditional methods.",202
918,151617 Fez Mellah Street,"The Jewish quarter of Fez, with a rich history and cultural heritage.",202
919,181920 Dar Batha Museum Road,"A museum housed in a former palace, displaying Moroccan art, crafts, and traditional artifacts.",202
920,1234 Hassan II Mosque Boulevard,A grand mosque known for its impressive architecture and the world's tallest minaret.,203
921,5678 Corniche Ain Diab Avenue,"A waterfront promenade with cafes, restaurants, and beautiful views of the Atlantic Ocean.",203
922,91011 Rick's Café Street,"A famous restaurant inspired by the movie 'Casablanca', offering Moroccan cuisine and a nostalgic ambiance.",203
923,121314 Morocco Mall Road,"One of the largest shopping malls in Africa, featuring a wide range of international and local brands.",203
924,151617 Habous Quarter Street,"A traditional neighborhood known for its Moorish architecture, shops, and bustling markets.",203
925,181920 Mohamed V Square,"A central square in Casablanca, surrounded by government buildings and lively activity.",203
926,1234 Blue Street,"A picturesque street in Chefchaouen known for its vibrant blue-painted buildings, creating a unique and charming atmosphere.",204
927,5678 Ras El Maa Square,"A tranquil square with a natural spring, offering a peaceful spot to relax and enjoy the view of the mountains.",204
928,91011 Outa el Hammam Plaza,"The main plaza of Chefchaouen, surrounded by cafes, shops, and the iconic Kasbah.",204
929,121314 Medina Alley,"The winding streets of the medina (old town) in Chefchaouen, filled with small shops and local crafts.",204
930,151617 Spanish Mosque Road,A hilltop mosque offering panoramic views of Chefchaouen and the surrounding landscapes.,204
931,181920 Akchour Waterfalls Trail,A scenic hiking trail leading to beautiful waterfalls and natural pools near Chefchaouen.,204
932,1234 Medina Ramparts Street,"The historic city walls of Essaouira, offering beautiful views of the Atlantic Ocean and the medina.",205
933,5678 Essaouira Beach Road,A sandy beach popular for water sports such as windsurfing and kitesurfing.,205
934,91011 Skala de la Ville Avenue,A fortified seafront promenade featuring cannons and scenic viewpoints.,205
935,121314 Essaouira Fish Market Street,"A bustling market where fishermen sell their fresh catch, and visitors can enjoy seafood delicacies.",205
936,151617 Sidi Mohammed Ben Abdallah Museum Road,"A museum housed in a former riad, showcasing local art and cultural exhibits.",205
937,181920 Essaouira Port Boulevard,"The bustling fishing port of Essaouira, offering a glimpse into the city's maritime heritage.",205
