245,Manila,"The capital city of the Philippines known for its bustling street life, historic landmarks like Intramuros, and vibrant cultural scene.",81289,137
246,Cebu City,"A city in the Philippines famous for its beautiful beaches, vibrant nightlife, and historic landmarks like the Magellan's Cross.",73497,137
247,Davao City,"A city in the Philippines known for its vibrant cultural heritage, beautiful parks and gardens, and proximity to Mount Apo, the country's highest peak.",8575,137
248,Boracay,"A popular island destination in the Philippines known for its stunning white sand beaches, crystal-clear turquoise waters, and vibrant water sports scene.",76955,137
249,Palawan,"A province in the Philippines famous for its pristine beaches, stunning limestone cliffs, and the UNESCO-listed Puerto Princesa Subterranean River National Park.",36234,137
250,Baguio,"A city in the Philippines known for its cool climate, scenic mountain views, and vibrant arts and crafts scene.",93292,137
251,Cagayan de Oro,"A city in the Philippines famous for its white water rafting opportunities, beautiful natural landscapes, and vibrant festivals.",57228,137
252,Angeles City,"A city in the Philippines known for its vibrant nightlife, entertainment district, and proximity to the historic Mount Pinatubo.",49647,137
253,Iloilo City,"A city in the Philippines famous for its rich Spanish colonial heritage, beautiful churches, and vibrant culinary scene.",22869,137
254,Batangas City,"A city in the Philippines known for its beautiful beaches, dive sites, and the stunning Taal Volcano, located in nearby Taal Lake.",15536,137
255,Warsaw,"The capital city of Poland known for its rich history, beautiful Old Town, and cultural attractions like the Royal Castle and Lazienki Park.",66980,138
256,Krakow,"A city in Poland famous for its well-preserved medieval architecture, including the iconic Wawel Castle and the historic Main Market Square.",48626,138
257,Gdansk,"A city in Poland known for its rich maritime heritage, beautiful old town, and historic shipyards, including the iconic Gdansk Crane.",86977,138
258,Wroclaw,"A city in Poland famous for its stunning Gothic architecture, beautiful Market Square, and vibrant cultural scene.",70050,138
259,Poznan,"A city in Poland known for its vibrant Old Town, historic landmarks like the Imperial Castle, and lively cultural events.",16818,138
260,Lodz,"A city in Poland famous for its industrial heritage, vibrant street art, and revitalized factory spaces hosting cultural events.",27161,138
261,Katowice,"A city in Poland known for its modern architecture, vibrant cultural scene, and proximity to the picturesque Beskidy Mountains.",69876,138
262,Szczecin,"A city in Poland famous for its maritime history, beautiful parks, and stunning Gothic and Renaissance architecture.",69382,138
263,Gdynia,"A coastal city in Poland known for its beautiful beaches, modernist architecture, and the bustling port.",49401,138
264,Bydgoszcz,"A city in Poland famous for its beautiful riverside location, historic buildings, and vibrant music and arts scene.",73189,138
265,Torun,"A city in Poland known for its well-preserved medieval architecture, including the iconic Copernicus House, and its gingerbread tradition.",20345,138
266,Lisbon,"The capital city of Portugal known for its colorful neighborhoods, historic landmarks like the Belém Tower and Jerónimos Monastery, and vibrant Fado music.",6447,139
267,Porto,"A city in Portugal famous for its historic city center, beautiful Douro River, and its renowned Port wine production.",36605,139
268,Faro,"A city in Portugal known for its picturesque old town, beautiful beaches, and being the gateway to the stunning Algarve region.",13710,139
269,Coimbra,"A city in Portugal famous for its historic university, well-preserved medieval architecture, and vibrant student atmosphere.",47541,139
270,Madeira,"A Portuguese archipelago known for its lush landscapes, stunning cliffs, and beautiful Levada walking trails.",96979,139
271,Evora,"A city in Portugal famous for its well-preserved Roman ruins, including the Temple of Diana, and its historic center, a UNESCO World Heritage site.",70126,139
272,Braga,"A city in Portugal known for its rich religious heritage, beautiful Baroque architecture, and vibrant cultural festivals.",11753,139
273,Aveiro,"A city in Portugal famous for its picturesque canals, colorful Moliceiro boats, and the stunning Costa Nova beach.",39069,139
274,Sintra,"A town in Portugal known for its fairytale-like castles and palaces, including the famous Pena Palace and the Quinta da Regaleira.",4153,139
275,Funchal,"The capital city of Madeira, Portugal known for its beautiful harbor, stunning gardens, and vibrant New Year's Eve celebrations.",46248,139
276,Viseu,"A city in Portugal famous for its charming historic center, beautiful gardens, and the stunning Grão Vasco Museum.",22909,139
277,Cascais,"A coastal town in Portugal known for its beautiful beaches, elegant mansions, and vibrant marina.",94085,139
278,Moscow,"The capital city of Russia known for its iconic landmarks like the Red Square and the Kremlin, vibrant cultural scene, and historic architecture.",68046,142
279,Saint Petersburg,"A city in Russia famous for its stunning palaces, beautiful canals, and world-class museums, including the Hermitage Museum.",45111,142
280,Novosibirsk,"A city in Russia known for its vibrant arts and theater scene, beautiful parks, and the famous Novosibirsk Opera and Ballet Theatre.",26485,142
281,Yekaterinburg,"A city in Russia famous for its rich history, vibrant cultural scene, and proximity to the Ural Mountains and the Europe-Asia border.",6818,142
282,Kazan,"A city in Russia known for its rich Tatar heritage, beautiful mosques, and the UNESCO-listed Kazan Kremlin.",76496,142
283,Nizhny Novgorod,"A city in Russia famous for its historic architecture, vibrant cultural scene, and the annual Nizhny Novgorod Fair.",78022,142
284,Sochi,"A city in Russia known for its stunning Black Sea coastline, beautiful beaches, and hosting the 2014 Winter Olympics.",27408,142
285,Riyadh,"The capital city of Saudi Arabia known for its modern skyline, bustling souks, and historic landmarks like the Masmak Fortress.",43921,150
286,Jeddah,"A city in Saudi Arabia famous for its beautiful waterfront, vibrant commercial center, and the iconic King Fahd Fountain.",43298,150
287,Mecca,"A city in Saudi Arabia known as the holiest city in Islam, home to the Masjid al-Haram and the Kaaba.",89366,150
288,Medina,"A city in Saudi Arabia famous for its significance in Islamic history, including the Prophet's Mosque and the burial place of Prophet Muhammad.",86377,150
289,Dammam,"A city in Saudi Arabia known for its modern skyline, beautiful waterfront, and proximity to the stunning Half Moon Bay.",76565,150
290,Abha,"A city in Saudi Arabia famous for its cool climate, scenic mountain views, and vibrant Asir National Park.",51079,150
291,Taif,"A city in Saudi Arabia known for its cool climate, beautiful gardens, and the annual Taif Rose Festival.",43998,150
292,Tabuk,"A city in Saudi Arabia famous for its stunning desert landscapes, ancient rock art, and proximity to the Red Sea.",55631,150
293,Singapore,"The capital city of Singapore known for its modern skyline, vibrant street food scene, and iconic landmarks like Marina Bay Sands and Gardens by the Bay.",73223,155
294,Sentosa,"An island resort in Singapore famous for its beautiful beaches, family-friendly attractions, and the iconic Universal Studios Singapore.",66627,155
295,Chinatown,"A vibrant district in Singapore known for its rich heritage, colorful temples, and delicious local cuisine.",77136,155
296,Little India,"A cultural enclave in Singapore known for its vibrant street life, traditional Indian shops, and the bustling Tekka Centre.",42568,155
297,Marina Bay,"A waterfront district in Singapore famous for its stunning skyline views, luxurious hotels, and the iconic Merlion statue.",41170,155
298,Clarke Quay,"A riverside quay in Singapore known for its vibrant nightlife, waterfront restaurants, and entertainment venues.",66648,155
299,Gardens by the Bay,"A famous attraction in Singapore known for its futuristic Supertrees, beautiful flower domes, and stunning waterfront views.",23019,155
300,Cape Town,"The legislative capital of South Africa known for its stunning natural beauty, including Table Mountain and beautiful beaches like Clifton and Camps Bay.",69124,160
301,Johannesburg,"The largest city in South Africa known for its vibrant cultural scene, bustling markets, and historic sites like the Apartheid Museum.",10081,160
302,Durban,"A city in South Africa famous for its beautiful beaches, vibrant waterfront, and the iconic Moses Mabhida Stadium.",32795,160
303,Pretoria,"The administrative capital of South Africa known for its historic landmarks like the Union Buildings, beautiful gardens, and vibrant arts scene.",24964,160
304,Port Elizabeth,"A city in South Africa known for its beautiful beaches, the stunning Addo Elephant National Park, and its vibrant cultural festivals.",20954,160
305,Bloemfontein,"The judicial capital of South Africa known for its historic landmarks like the National Women's Monument, beautiful gardens, and its role as the birthplace of the ANC.",62231,160
306,East London,"A city in South Africa famous for its beautiful beaches, the stunning Nahoon Reef for surfing, and the East London Museum.",96647,160
307,Stellenbosch,"A town in South Africa known for its beautiful vineyards, historic Cape Dutch architecture, and being the heart of the Cape Winelands.",82770,160
308,Kimberley,"A city in South Africa famous for its diamond mining history, the Big Hole, and the Kimberley Mine Museum.",48244,160
309,Nelspruit,"A city in South Africa known as the gateway to Kruger National Park, famous for its wildlife, stunning landscapes, and diverse flora and fauna.",66519,160
310,Polokwane,"A city in South Africa famous for its rich cultural heritage, beautiful wildlife reserves, and being the gateway to the northern part of the country.",70100,160
311,George,"A city in South Africa known for its scenic beauty, including the stunning Outeniqua Mountains, beautiful beaches, and golf courses.",33653,160
312,Seoul,"The capital city of South Korea known for its futuristic architecture, vibrant street markets, and historic palaces like Gyeongbokgung.",81681,161
313,Busan,"A city in South Korea famous for its beautiful beaches, vibrant seafood markets, and the iconic Busan Tower.",5704,161
314,Incheon,"A city in South Korea known for its modern architecture, vibrant Chinatown, and being the gateway to Incheon International Airport.",54278,161
315,Daegu,"A city in South Korea famous for its historic sites like the Donghwasa Temple, beautiful mountains, and vibrant fashion scene.",42525,161
316,Daejeon,"A city in South Korea known for its modern landmarks like the Daejeon Convention Center, beautiful parks, and vibrant scientific and educational institutions.",68453,161
317,Gwangju,"A city in South Korea famous for its vibrant arts and culture scene, historic sites like the Gwangju Biennale Hall, and beautiful parks.",77049,161
318,Ulsan,"A city in South Korea known for its industrial significance, beautiful coastal scenery, and the scenic Ganjeolgot Sunrise Park.",61078,161
319,Suwon,"A city in South Korea famous for its UNESCO-listed Hwaseong Fortress, vibrant traditional markets, and the popular Suwon World Cup Stadium.",37077,161
320,Changwon,"A city in South Korea known for its beautiful parks, vibrant cultural festivals, and the scenic Gyeongnam Masan Robot Land.",50772,161
321,Seongnam,"A city in South Korea famous for its modern residential complexes, vibrant shopping districts, and the Seongnam Arts Center.",25223,161
322,Madrid,"The capital city of Spain known for its vibrant nightlife, world-class museums like the Prado, and historic landmarks like the Royal Palace.",45988,163
323,Barcelona,"A city in Spain famous for its stunning architecture, including the iconic Sagrada Familia and Park Güell, beautiful beaches, and vibrant street life.",62069,163
324,Seville,"A city in Spain known for its rich history, stunning Moorish architecture, and lively flamenco scene.",95038,163
325,Valencia,"A city in Spain famous for its modern City of Arts and Sciences, beautiful beaches, and the vibrant Fallas festival.",47171,163
326,Malaga,"A city in Spain known for its beautiful beaches, vibrant cultural scene, and being the birthplace of Pablo Picasso.",54171,163
327,Bilbao,"A city in Spain famous for its iconic Guggenheim Museum, delicious Basque cuisine, and vibrant artistic and industrial heritage.",60934,163
328,Granada,"A city in Spain known for its breathtaking Alhambra palace, historic Moorish quarter, and vibrant tapas culture.",48112,163
329,Palma de Mallorca,"The capital city of the Balearic Islands in Spain known for its stunning beaches, historic old town, and vibrant nightlife.",59950,163
330,Ibiza,"An island in Spain famous for its vibrant nightlife, beautiful beaches, and UNESCO-listed old town, Dalt Vila.",26348,163
331,Cordoba,"A city in Spain known for its stunning Mezquita cathedral, beautiful Moorish architecture, and vibrant Andalusian culture.",67463,163
332,Toledo,"A city in Spain famous for its well-preserved medieval architecture, including the famous Toledo Cathedral and Alcázar, and its rich cultural heritage.",84348,163
333,Alicante,"A city in Spain known for its beautiful beaches, vibrant waterfront promenade, and the historic Santa Bárbara Castle.",73846,163
334,San Sebastian,"A city in Spain famous for its beautiful beaches, world-renowned gastronomy, and the annual San Sebastian International Film Festival.",41013,163
335,Colombo,"The capital city of Sri Lanka known for its bustling markets, historic landmarks like the Gangaramaya Temple, and beautiful Galle Face Green.",65736,164
336,Kandy,"A city in Sri Lanka famous for its beautiful lake, historic Temple of the Tooth, and vibrant Esala Perahera festival.",32580,164
337,Galle,"A city in Sri Lanka known for its well-preserved Dutch colonial architecture, beautiful fort, and picturesque beaches.",39241,164
338,Nuwara Eliya,"A city in Sri Lanka famous for its cool climate, lush tea plantations, and beautiful landscapes, often referred to as 'Little England'.",43227,164
339,Anuradhapura,"A city in Sri Lanka known for its ancient ruins, including the sacred Bodhi tree, and its rich Buddhist heritage.",85680,164
340,Polonnaruwa,"A city in Sri Lanka famous for its well-preserved ancient ruins, including the Royal Palace and the Gal Vihara.",30207,164
341,Dambulla,"A city in Sri Lanka known for its magnificent cave temples, including the famous Dambulla Cave Temple, a UNESCO World Heritage site.",71772,164
342,Sigiriya,"A city in Sri Lanka famous for its iconic Sigiriya Rock Fortress, ancient frescoes, and beautiful surrounding landscapes.",60919,164
343,Trincomalee,"A city in Sri Lanka known for its stunning beaches, vibrant coral reefs, and the historic Koneswaram Temple.",91051,164
344,Bentota,"A coastal city in Sri Lanka famous for its beautiful beaches, water sports activities, and the Bentota River.",28345,164
345,Ella,"A city in Sri Lanka known for its stunning tea plantations, beautiful waterfalls, and the famous Nine Arch Bridge.",87194,164
346,Mirissa,"A coastal city in Sri Lanka famous for its pristine beaches, whale watching opportunities, and vibrant beachside restaurants.",83037,164
347,Jaffna,"A city in Sri Lanka known for its vibrant Tamil culture, historic landmarks like the Jaffna Fort, and beautiful islands.",77181,164
348,Stockholm,"The capital city of Sweden known for its beautiful archipelago, historic Gamla Stan, and vibrant cultural scene.",11312,168
349,Gothenburg,"A city in Sweden famous for its charming canals, beautiful parks, and vibrant culinary scene.",10607,168
350,Malmö,"A city in Sweden known for its modern architecture, beautiful parks, and being the gateway to the picturesque Öresund Bridge.",74278,168
351,Uppsala,"A city in Sweden famous for its historic university, stunning cathedral, and vibrant student atmosphere.",89195,168
352,Visby,"A city in Sweden known for its well-preserved medieval city walls, beautiful cobblestone streets, and the annual Medieval Week.",22044,168
353,Örebro,"A city in Sweden famous for its historic Örebro Castle, beautiful parks, and vibrant cultural events.",57969,168
354,Linköping,"A city in Sweden known for its historic Linköping Cathedral, beautiful gardens, and being a center for technology and innovation.",69388,168
355,Västerås,"A city in Sweden famous for its historic sites like the Västerås Cathedral, beautiful Lake Mälaren, and vibrant festivals.",2824,168
356,Helsingborg,"A city in Sweden known for its beautiful waterfront, historic landmarks like the Kärnan tower, and the stunning Sofiero Palace and Gardens.",28838,168
357,Norrköping,"A city in Sweden famous for its vibrant industrial heritage, beautiful riverside promenade, and vibrant cultural scene.",65904,168
358,Jönköping,"A city in Sweden known for its beautiful lakeside location, historic landmarks like the Jönköping Castle, and the annual DreamHack festival.",36619,168
359,Zurich,"The largest city in Switzerland known for its vibrant arts and culture scene, beautiful Lake Zurich, and the historic old town.",12738,169
360,Geneva,"A city in Switzerland famous for its diplomatic significance, stunning Lake Geneva, and the iconic Jet d'Eau.",48827,169
361,Bern,"The capital city of Switzerland known for its well-preserved medieval old town, beautiful Aare River, and the Federal Palace.",9932,169
362,Basel,"A city in Switzerland famous for its rich history, beautiful Rhine River, and the annual Art Basel fair.",96918,169
363,Lucerne,"A city in Switzerland known for its picturesque location on Lake Lucerne, stunning mountain views, and the famous Chapel Bridge.",33440,169
364,Lausanne,"A city in Switzerland famous for its beautiful lakeside location, vibrant cultural scene, and being the headquarters of the International Olympic Committee.",54989,169
365,Zermatt,"A city in Switzerland known for its iconic Matterhorn mountain, world-class skiing, and charming car-free village.",14657,169
366,Interlaken,"A city in Switzerland famous for its stunning mountain scenery, adventure sports opportunities, and the beautiful Jungfrau region.",18451,169
367,Istanbul,"The largest city in Turkey known for its rich history, stunning architecture like the Hagia Sophia, and vibrant cultural scene.",42264,180
368,Ankara,"The capital city of Turkey known for its modern architecture, historic sites like the Ataturk Mausoleum, and being the political and administrative center of the country.",4378,180
369,Izmir,"A city in Turkey famous for its beautiful waterfront, vibrant street life, and historic landmarks like the ancient city of Ephesus.",7487,180
370,Antalya,"A city in Turkey known for its stunning Mediterranean coastline, beautiful beaches, and ancient ruins like the Roman-era Aspendos Theater.",14685,180
371,London,"The capital city of the United Kingdom known for its iconic landmarks like the Big Ben, Buckingham Palace, and the Tower of London.",60146,186
372,Edinburgh,"The capital city of Scotland known for its historic sites like Edinburgh Castle, beautiful Royal Mile, and vibrant arts and festival scene.",93666,186
373,Manchester,"A city in England famous for its vibrant music and sports scene, beautiful Victorian architecture, and the iconic Manchester United football club.",71779,186
374,Birmingham,"A city in England known for its rich industrial heritage, beautiful canals, and vibrant cultural scene.",15602,186
375,Glasgow,"A city in Scotland famous for its vibrant music and arts scene, beautiful Victorian architecture, and being the birthplace of renowned architect Charles Rennie Mackintosh.",67142,186
376,Liverpool,"A city in England known for its rich maritime history, vibrant music scene, and being the birthplace of The Beatles.",90136,186
377,Bristol,"A city in England famous for its vibrant street art, beautiful harborside, and historic landmarks like the Clifton Suspension Bridge.",83055,186
378,Oxford,"A city in England known for its prestigious university, beautiful architecture like the Radcliffe Camera, and being a hub of academic and literary heritage.",95000,186
379,Cambridge,"A city in England famous for its prestigious university, beautiful colleges, and picturesque River Cam.",29098,186
380,New York City,"The largest city in the United States known for its iconic landmarks like Times Square, Statue of Liberty, and Central Park.",96740,187
381,Los Angeles,"A city in the United States famous for its vibrant entertainment industry, beautiful beaches like Venice Beach, and iconic sites like the Hollywood Sign.",77854,187
382,Chicago,"A city in the United States known for its stunning architecture, vibrant arts scene, and being a hub of blues and jazz music.",96440,187
383,San Francisco,"A city in the United States famous for its iconic Golden Gate Bridge, vibrant cultural scene, and historic sites like Alcatraz Island.",87751,187
384,Las Vegas,"A city in the United States known for its vibrant nightlife, world-class casinos, and iconic entertainment shows.",3135,187
385,Miami,"A city in the United States famous for its beautiful beaches, vibrant Art Deco architecture in the South Beach area, and lively Latin American cultural scene.",59980,187
386,"Washington, D.C.","The capital city of the United States known for its historic landmarks like the White House, U.S. Capitol, and the National Mall.",54521,187
387,Boston,"A city in the United States known for its prestigious universities, historic sites like the Freedom Trail, and being a hub of American history and culture.",75031,187
388,Ho Chi Minh City,"The largest city in Vietnam known for its bustling street life, historic landmarks like the Reunification Palace, and vibrant food scene.",79293,193
389,Hanoi,"The capital city of Vietnam known for its rich history, beautiful Old Quarter, and being a hub of Vietnamese culture and cuisine.",1134,193
390,Da Nang,"A city in Vietnam famous for its stunning beaches, beautiful Marble Mountains, and vibrant Dragon Bridge.",37935,193
391,Hoi An,"A city in Vietnam known for its well-preserved ancient town, beautiful lantern-lit streets, and being a UNESCO World Heritage site.",87584,193
392,Nha Trang,"A city in Vietnam famous for its pristine beaches, vibrant coral reefs, and the iconic Po Nagar Cham Towers.",95791,193
393,Phu Quoc,"An island city in Vietnam known for its stunning beaches, vibrant night markets, and being a popular tourist destination.",80883,193
394,Hue,"A city in Vietnam famous for its historic Imperial City, beautiful Perfume River, and being a UNESCO World Heritage site.",45390,193
395,Vung Tau,"A city in Vietnam known for its beautiful beaches, vibrant seafood markets, and the scenic Vung Tau Lighthouse.",8281,193
396,Can Tho,"A city in Vietnam famous for its bustling floating markets, beautiful canal networks, and the iconic Ninh Kieu Wharf.",46492,193
397,Haiphong,"A city in Vietnam known for its vibrant port, beautiful Do Son Beach, and being the gateway to the stunning Halong Bay.",71145,193
398,Bogotá,"The capital city of Colombia known for its historic district, vibrant street art scene, and beautiful Monserrate Hill.",8347,37
399,Medellín,"A city in Colombia famous for its transformation into a vibrant cultural and innovation hub, beautiful views from the Metrocable, and the annual Feria de las Flores festival.",16729,37
400,Cali,"A city in Colombia known for its lively salsa music and dance scene, beautiful views from the Cristo Rey monument, and the iconic San Antonio neighborhood.",69645,37
401,Cartagena,"A city in Colombia famous for its well-preserved colonial architecture, stunning beaches like Playa Blanca, and vibrant Caribbean culture.",34254,37
402,Barranquilla,"A city in Colombia known for its vibrant Carnaval de Barranquilla, beautiful malecón along the Magdalena River, and being the birthplace of Shakira.",61685,37
403,Santa Marta,"A city in Colombia famous for its stunning beaches, including the iconic Playa Cristal, and being the gateway to the majestic Sierra Nevada de Santa Marta.",51892,37
404,Manizales,"A city in Colombia known for its beautiful mountain views, vibrant coffee culture, and being the capital of the Caldas department.",93745,37
405,Pereira,"A city in Colombia famous for its coffee plantations, scenic hot springs, and being the capital of the Risaralda department.",83399,37
406,Zagreb,"The capital city of Croatia known for its historic Upper Town, beautiful parks like Maksimir Park, and vibrant cultural scene.",94841,42
407,Split,"A city in Croatia famous for its well-preserved Roman ruins, stunning Diocletian's Palace, and beautiful waterfront promenade, Riva.",2211,42
408,Dubrovnik,"A city in Croatia known for its UNESCO-listed Old Town, historic city walls, and stunning views of the Adriatic Sea.",36480,42
409,Zadar,"A city in Croatia famous for its Roman and Venetian ruins, unique Sea Organ, and beautiful sunsets at the Greeting to the Sun.",35842,42
410,Pula,"A city in Croatia known for its well-preserved Roman amphitheater, beautiful beaches, and the vibrant Pula Film Festival.",24040,42
411,Rijeka,"A city in Croatia famous for its vibrant carnival, beautiful Trsat Castle, and being the gateway to the stunning Kvarner Bay.",75219,42
412,Osijek,"A city in Croatia known for its rich history, beautiful Baroque architecture, and vibrant cultural festivals.",30394,42
413,Šibenik,"A city in Croatia famous for its stunning Cathedral of St. James, beautiful waterfront promenade, and being a filming location for Game of Thrones.",59088,42
414,Varaždin,"A city in Croatia known for its well-preserved Baroque architecture, beautiful castle, and vibrant music scene.",95694,42
415,Bangkok,"The capital city of Thailand known for its bustling street markets, stunning temples like Wat Arun, and vibrant nightlife.",10201,174
416,Chiang Mai,"A city in Thailand famous for its beautiful temples, vibrant night bazaars, and being a hub of traditional Thai arts and crafts.",83520,174
417,Phuket,"A city in Thailand known for its stunning beaches, vibrant nightlife in Patong, and being a popular tourist destination.",28574,174
418,Krabi,"A city in Thailand famous for its beautiful limestone cliffs, pristine beaches like Railay Beach, and vibrant marine life.",35400,174
419,Pattaya,"A city in Thailand known for its beautiful beaches, lively entertainment scene, and vibrant nightlife.",11975,174
420,Ayutthaya,"A city in Thailand famous for its historic ruins, including the UNESCO-listed Ayutthaya Historical Park, and its rich cultural heritage.",37552,174
421,Hua Hin,"A city in Thailand known for its beautiful beaches, stunning royal palace, and vibrant night markets.",74256,174
422,Koh Samui,"An island city in Thailand famous for its pristine beaches, vibrant nightlife in Chaweng, and the iconic Big Buddha Temple.",48902,174
