id_osoba,dodatni_jezik
676,Arabic
676,Bosnian
678,Dutch
678,Lithuanian
679,Slovene
679,Lao
680,Mongolian
680,Serbian
680,Hungarian
682,Turkish
682,Dutch
682,Nepali
683,Nepali
683,Portuguese
684,Serbian
684,Persian
684,Bengali
684,Azerbaijani
685,Turkish
685,Norwegian
685,Thai
685,Urdu
685,Finnish
686,Portuguese
686,Russian
686,Thai
688,Malay
688,Portuguese
689,Hebrew
689,Vietnamese
689,Bosnian
690,Mongolian
690,Romanian
690,Latvian
690,Estonian
691,Hebrew
691,Lithuanian
691,Greek
691,Russian
691,Urdu
691,Sesotho
692,Swedish
692,Lithuanian
692,Nepali
692,Bulgarian
692,Bosnian
693,Khmer
694,Latvian
694,Kirundi
694,Georgian
695,German
696,Turkish
696,Greek
696,Swahili
696,Georgian
696,Italian
696,Dhivehi
698,Sesotho
698,German
698,Serbian
698,Polish
699,Latin
699,Khmer
699,Serbian
699,Georgian
699,French
700,Latin
700,Montenegrin
700,Swedish
700,Catalan
700,Swahili
701,Montenegrin
701,Dhivehi
701,Croatian
701,Hungarian
701,English
702,Azerbaijani
702,Montenegrin
702,Hindi
702,Slovak
702,Estonian
703,Latin
703,French
704,Bengali
704,Thai
704,Icelandic
704,Georgian
704,Bulgarian
704,Dzongkha
705,Kazakh
706,Irish
706,Malay
706,Urdu
706,Sesotho
706,Hungarian
707,Burmese
707,Kazakh
707,Albanian
707,Thai
707,Italian
708,Irish
708,French
708,Urdu
708,Korean
709,Turkish
709,Greek
709,French
709,Nepali
709,Slovak
710,Spanish
710,Albanian
710,Dhivehi
711,Mongolian
711,Latin
711,Romanian
712,Croatian
712,Icelandic
712,French
712,Dutch
713,Icelandic
714,Catalan
715,Mongolian
715,Latin
715,Khmer
717,Japanese
717,Romanian
717,Dutch
717,Hungarian
717,Slovak
717,Estonian
718,Japanese
718,Thai
718,Croatian
718,Albanian
718,Finnish
719,Kirundi
719,Arabic
719,Korean
719,Lao
719,Hungarian
720,Latin
720,Hebrew
720,Burmese
720,Pashto
720,German
720,Czech
722,Persian
723,Khmer
723,Romanian
725,Hebrew
725,Serbian
725,Danish
725,Arabic
725,Catalan
725,Italian
726,Japanese
726,Albanian
726,Dutch
726,Hungarian
726,Slovak
726,Estonian
727,Croatian
727,Romanian
727,Albanian
727,Urdu
728,Serbian
728,Macedonian
728,Malay
728,Urdu
729,Burmese
729,Swahili
730,Catalan
730,Lithuanian
731,Kazakh
731,Georgian
731,Catalan
731,Swahili
732,German
732,Kyrgyz
732,Burmese
732,Estonian
733,Burmese
735,Serbian
735,Bosnian
735,Amharic
736,Mongolian
736,Georgian
736,Estonian
737,Turkish
737,Burmese
737,Portuguese
737,Pashto
737,Japanese
737,Estonian
738,Hebrew
738,Serbian
738,Finnish
738,Danish
738,Indonesian
738,Vietnamese
740,Czech
740,Kirundi
740,Macedonian
740,Catalan
741,Armenian
741,Mandarin Chinese
742,German
742,Albanian
742,Portuguese
743,Arabic
743,Georgian
743,Urdu
743,Albanian
743,Hungarian
745,Sesotho
745,Norwegian
745,Spanish
745,Mandarin Chinese
746,Malay
746,Bosnian
747,Kazakh
747,Montenegrin
747,Russian
747,Sinhala
747,Albanian
747,Dhivehi
749,Hebrew
749,Portuguese
749,Urdu
749,Finnish
749,Bosnian
750,Armenian
750,Serbian
750,Czech
750,Dutch
750,Lao
750,Persian
751,Polish
751,Kazakh
751,German
751,Nepali
751,Finnish
753,Serbian
753,Russian
754,Sesotho
755,Portuguese
755,German
755,Catalan
755,Russian
755,Ukrainian
755,Amharic
756,Montenegrin
756,German
756,Lithuanian
756,Arabic
756,Irish
756,Dhivehi
757,Armenian
757,Khmer
757,Danish
757,Japanese
757,Hindi
758,Hebrew
758,Greek
758,Sinhala
758,Persian
758,English
759,Turkish
759,Bengali
759,Portuguese
759,Swedish
759,Icelandic
759,Persian
760,Irish
760,Mandarin Chinese
760,Amharic
761,Danish
762,Pashto
763,German
763,Lithuanian
764,Indonesian
764,Macedonian
764,Persian
767,Spanish
767,Irish
767,Korean
767,Mandarin Chinese
767,English
768,Norwegian
768,Azerbaijani
768,Portuguese
768,Montenegrin
768,Nepali
769,Hungarian
769,Nepali
770,Serbian
772,Italian
772,Hungarian
773,Turkish
773,Catalan
773,Slovak
773,Portuguese
774,Macedonian
775,Croatian
775,Italian
775,Vietnamese
776,Kirundi
776,Bengali
776,Polish
776,Lithuanian
776,Vietnamese
777,Hindi
777,Azerbaijani
778,Irish
778,Lithuanian
778,Burmese
779,Romanian
779,Bulgarian
780,Thai
780,Pashto
781,Dutch
782,Khmer
782,Bengali
782,Azerbaijani
782,Lithuanian
782,Bulgarian
782,Slovak
783,Bengali
783,Macedonian
783,Hungarian
783,Nepali
784,Kirundi
785,Khmer
785,Czech
785,English
785,Nepali
785,Slovak
785,Bosnian
786,Persian
788,Amharic
789,Bulgarian
790,Azerbaijani
790,Pashto
790,Japanese
790,Montenegrin
790,Greek
790,Ukrainian
791,Turkish
791,Swahili
791,Irish
791,Romanian
791,Korean
791,Lao
792,Dutch
792,Mandarin Chinese
793,Latvian
793,Mandarin Chinese
794,Dutch
794,Lao
794,Albanian
794,Mandarin Chinese
795,German
795,Irish
795,Thai
797,Danish
798,Japanese
798,Serbian
798,Romanian
798,Swahili
799,Turkish
799,Polish
799,Montenegrin
799,Irish
799,Romanian
799,Nepali
800,Turkish
800,Latvian
800,Russian
800,Nepali
800,Albanian
800,Vietnamese
802,Mongolian
802,Irish
802,Bulgarian
802,Swedish
803,Kirundi
803,Kazakh
803,Macedonian
803,Arabic
803,Irish
803,Georgian
804,Romanian
804,Lao
804,Italian
804,Slovak
804,Dzongkha
805,Nepali
805,Slovak
805,Amharic
806,Norwegian
806,Portuguese
807,Georgian
808,Latvian
808,Portuguese
808,Lithuanian
808,Bulgarian
808,Hungarian
809,Latvian
809,Montenegrin
809,Swedish
809,Irish
809,Hindi
809,English
810,Georgian
810,Dhivehi
811,Japanese
811,Nepali
811,Estonian
811,Pashto
812,Kazakh
812,Indonesian
812,Slovene
812,Korean
812,Lao
812,Italian
814,Croatian
814,Hebrew
814,Dutch
815,Latvian
815,Dzongkha
816,Pashto
816,Russian
816,Korean
816,Italian
816,Bosnian
818,German
818,French
818,Kazakh
818,Catalan
819,Kirundi
820,Icelandic
821,Polish
822,Catalan
823,Polish
823,Hungarian
823,Vietnamese
823,English
823,Amharic
824,Pashto
824,Finnish
824,Burmese
825,Turkish
825,Serbian
825,Mongolian
826,Khmer
826,Russian
826,Sinhala
826,Croatian
826,Finnish
828,Bosnian
828,Kyrgyz
829,Latin
829,Korean
829,Kyrgyz
830,Swedish
831,Indonesian
831,Norwegian
831,English
833,Hebrew
833,Pashto
833,Korean
833,Mandarin Chinese
833,Lao
835,Spanish
835,Burmese
835,Romanian
835,Urdu
835,Hungarian
835,Dzongkha
836,Georgian
836,Icelandic
836,Azerbaijani
837,Latin
838,Azerbaijani
838,Portuguese
838,Mongolian
838,Lithuanian
838,Lao
839,Bulgarian
839,Korean
839,Danish
840,Lao
841,Indonesian
841,Icelandic
841,Kyrgyz
842,Turkish
842,Russian
842,Polish
843,Armenian
843,Catalan
843,Portuguese
844,Montenegrin
844,Italian
844,Danish
845,Ukrainian
845,Serbian
845,Hungarian
845,Danish
846,Spanish
846,Romanian
846,Korean
846,Persian
846,Bulgarian
846,Dzongkha
847,German
847,Dutch
848,Latin
848,English
849,Hebrew
849,Portuguese
849,Pashto
849,English
849,Urdu
849,Bosnian
851,Norwegian
851,Danish
851,Pashto
851,Thai
851,Nepali
851,Italian
852,Czech
852,Vietnamese
852,Russian
852,Swahili
854,Spanish
854,Hindi
854,Macedonian
854,French
854,Dutch
854,Dhivehi
855,Norwegian
855,Khmer
855,Mongolian
855,Korean
855,Urdu
856,Hebrew
856,Malay
857,Latvian
857,Pashto
857,Greek
857,Bulgarian
857,Estonian
858,Macedonian
858,Korean
859,Ukrainian
859,Kyrgyz
859,Croatian
859,Lao
859,Italian
859,Dzongkha
860,Portuguese
860,Pashto
860,Catalan
860,Swahili
860,Ukrainian
861,Turkish
862,Irish
863,Kirundi
863,Portuguese
863,Mongolian
863,Slovene
863,Romanian
863,Persian
864,Latin
864,Lao
864,Bulgarian
864,Sinhala
865,Lao
865,Russian
865,Slovak
866,Armenian
866,Japanese
866,Slovene
866,Nepali
866,Hindi
867,Norwegian
867,Sesotho
867,Lao
867,Bulgarian
867,Hungarian
868,Polish
868,Catalan
868,Thai
868,Sinhala
868,Ukrainian
868,Estonian
870,Kazakh
870,Latin
870,Sesotho
871,Armenian
871,Spanish
871,Dzongkha
872,Sesotho
872,Italian
872,Georgian
872,Polish
873,Armenian
873,Icelandic
873,Malay
874,Spanish
874,Azerbaijani
874,Portuguese
874,Dzongkha
875,Khmer
875,Romanian
875,Urdu
875,Sesotho
875,Albanian
876,Croatian
876,Catalan
876,Lithuanian
878,Croatian
878,Hebrew
878,Catalan
878,Sesotho
880,Khmer
880,Greek
880,Kyrgyz
880,Urdu
881,Indonesian
881,Lao
881,Azerbaijani
882,Serbian
882,Portuguese
882,Swedish
882,Catalan
882,Lithuanian
882,Korean
883,Swedish
883,Lithuanian
883,Dutch
883,Hindi
883,Dzongkha
884,Bengali
884,Danish
884,Swedish
884,Kyrgyz
884,Ukrainian
884,Vietnamese
885,Montenegrin
885,Mongolian
885,Azerbaijani
885,Mandarin Chinese
886,Pashto
886,Swedish
886,Slovene
886,Icelandic
886,Ukrainian
886,Hungarian
887,Kazakh
887,Czech
887,Nepali
887,Dzongkha
888,Serbian
888,Lithuanian
888,Thai
888,Indonesian
888,Nepali
888,Sinhala
889,Macedonian
889,Lithuanian
889,Arabic
889,Icelandic
889,Lao
889,Estonian
891,Norwegian
891,Khmer
891,Lithuanian
891,Indonesian
891,Urdu
892,Turkish
892,Khmer
892,Hungarian
892,Urdu
893,Hebrew
893,Latvian
893,Arabic
893,Slovene
893,Romanian
893,Dutch
894,Khmer
895,Slovene
896,Nepali
897,Slovene
897,Bosnian
898,Latvian
898,Bengali
898,Slovene
898,Urdu
898,Slovak
900,Vietnamese
901,Azerbaijani
901,Arabic
901,Greek
901,Mandarin Chinese
901,Sesotho
901,Bulgarian
902,Croatian
902,Urdu
903,Latvian
903,Azerbaijani
903,Swedish
903,Persian
903,Bosnian
904,Japanese
904,Slovene
905,Hebrew
905,Persian
905,Greek
906,Kirundi
906,Spanish
906,Khmer
906,Macedonian
906,Malay
906,Vietnamese
908,Greek
909,Hungarian
910,Ukrainian
910,Spanish
910,Icelandic
910,Swahili
911,Thai
911,Icelandic
911,Dhivehi
911,Danish
912,Romanian
913,Turkish
913,Russian
913,Azerbaijani
913,Polish
914,Armenian
914,Latin
914,Urdu
914,Thai
916,Turkish
916,Swedish
918,Albanian
918,Greek
918,Burmese
918,Catalan
919,Indonesian
919,Romanian
919,Portuguese
919,Pashto
920,Norwegian
920,Bengali
920,Azerbaijani
920,Czech
920,Mandarin Chinese
920,Persian
922,Croatian
922,Irish
922,Slovene
923,Vietnamese
923,Pashto
924,Kirundi
924,Irish
924,Croatian
924,Persian
924,Bosnian
925,Amharic
927,Dhivehi
927,Azerbaijani
928,Hebrew
930,Latin
930,Kirundi
930,Spanish
930,Arabic
931,Slovene
931,Malay
931,Dutch
932,Arabic
932,Finnish
932,Estonian
933,Irish
933,Latin
933,Korean
934,Russian
935,Ukrainian
935,Lao
935,Dutch
935,Mandarin Chinese
937,Kirundi
937,Sinhala
937,Mandarin Chinese
938,Latin
938,Czech
938,Greek
938,Swahili
938,Sesotho
939,Korean
939,Urdu
940,Serbian
940,Burmese
940,Danish
940,Japanese
940,Indonesian
940,Hungarian
941,Hebrew
941,Montenegrin
941,Kyrgyz
941,Indonesian
941,Ukrainian
942,Amharic
943,Slovak
944,Nepali
945,Bosnian
945,Georgian
945,Danish
945,Dzongkha
946,Indonesian
946,Russian
947,Pashto
947,Greek
947,Korean
947,Sesotho
947,Slovak
948,Bulgarian
948,Hindi
948,Malay
948,Arabic
949,Bulgarian
949,Icelandic
949,Nepali
949,Danish
950,Lao
950,Bulgarian
950,Slovene
951,Spanish
951,Burmese
951,Arabic
951,Romanian
951,Sinhala
951,Dzongkha
952,Persian
952,Arabic
954,German
954,Irish
954,Romanian
954,Vietnamese
954,Bosnian
955,Khmer
955,Slovene
956,Latin
956,Kazakh
956,Lithuanian
956,Slovene
956,Georgian
956,French
957,Latin
957,Hungarian
957,Azerbaijani
958,Hebrew
958,Arabic
959,Estonian
959,Portuguese
959,Amharic
960,Hebrew
960,Nepali
960,Bosnian
960,Pashto
961,Hungarian
961,Greek
962,Norwegian
962,Dutch
962,Slovak
962,Nepali
964,Latin
964,Pashto
964,French
964,Hungarian
964,Finnish
964,Bosnian
966,Czech
966,Burmese
967,Dhivehi
967,Russian
968,Armenian
968,Latin
968,Bengali
968,Kyrgyz
968,Korean
968,Sinhala
969,Hungarian
969,Greek
969,Danish
970,Turkish
970,Burmese
970,Mandarin Chinese
970,Dutch
970,Hungarian
971,Spanish
972,Khmer
972,Burmese
973,Romanian
973,Bengali
973,Vietnamese
973,Persian
974,Russian
975,Georgian
975,Russian
975,Nepali
975,Sesotho
975,Vietnamese
975,Dzongkha
977,Portuguese
977,Irish
977,Romanian
977,Lao
977,Hindi
978,Georgian
978,Bengali
978,Nepali
979,Latin
979,Burmese
979,Irish
979,Icelandic
979,Korean
979,Dhivehi
980,Spanish
981,Latvian
981,Portuguese
981,German
981,Slovene
981,Italian
981,Slovak
982,Latin
982,Polish
982,Swedish
982,Sinhala
982,Dzongkha
983,Malay
983,Catalan
985,Finnish
987,Mongolian
989,Hindi
989,Icelandic
989,Sesotho
989,Persian
989,Dhivehi
989,Bosnian
990,Macedonian
990,Malay
990,Urdu
990,Swahili
991,Lithuanian
991,Arabic
991,Kyrgyz
991,Indonesian
991,Georgian
991,Finnish
992,Indonesian
992,Slovene
992,Nepali
992,Sesotho
992,Lao
992,Italian
993,German
993,Czech
993,Montenegrin
993,Malay
993,Finnish
994,Swedish
994,Bengali
994,Nepali
994,Polish
996,Norwegian
997,Armenian
997,Catalan
997,Kyrgyz
997,French
997,Hungarian
997,Hindi
998,Norwegian
998,Estonian
998,Dhivehi
998,Kyrgyz
999,Spanish
999,Swedish
999,Lithuanian
999,Sinhala
999,Albanian
999,Hindi
1001,German
1001,Hebrew
1001,Portuguese
1001,Estonian
1002,Macedonian
1002,Korean
1002,Bosnian
1003,Portuguese
1003,Arabic
1003,Slovene
1003,Albanian
1003,English
1004,Khmer
1004,Swahili
1004,Irish
1004,Nepali
1004,Mandarin Chinese
1004,Bosnian
1005,German
1005,Armenian
1006,Ukrainian
1006,Romanian
1006,Amharic
1006,Pashto
1007,Montenegrin
1008,Indonesian
1008,Hebrew
1008,Lithuanian
1008,Armenian
1010,Kirundi
1010,Hindi
1010,Burmese
1010,Pashto
1011,Pashto
1011,Catalan
1011,Kyrgyz
1011,Icelandic
1011,Dutch
1012,German
1012,Albanian
1012,Greek
1012,Slovak
1013,Khmer
1013,Azerbaijani
1013,Lithuanian
1013,Kyrgyz
1013,Sinhala
1013,Mandarin Chinese
1014,Norwegian
1014,Azerbaijani
1014,Polish
1014,Nepali
1014,Bulgarian
1015,Kirundi
1015,Azerbaijani
1015,Kazakh
1015,Russian
1015,Urdu
1016,English
1017,Kirundi
1017,German
1017,Malay
1017,Sinhala
1017,Slovak
1018,Persian
1018,Danish
1019,Hungarian
1019,Portuguese
1019,Swahili
1020,Khmer
1020,Bengali
1020,Mongolian
1020,Georgian
1020,Mandarin Chinese
1021,Turkish
1021,Kirundi
1021,Bengali
1021,Portuguese
1021,English
1022,Kirundi
1022,German
1022,Mandarin Chinese
1022,Ukrainian
1022,Persian
1022,Amharic
1023,French
1024,Sesotho
1024,Romanian
1024,Burmese
1024,Pashto
1026,Hebrew
1027,Kirundi
1027,Khmer
1027,Macedonian
1027,Nepali
1027,Mandarin Chinese
1027,Dhivehi
1028,Croatian
1028,Danish
1028,Polish
1029,Armenian
1029,Macedonian
1029,Bulgarian
1029,Dzongkha
1030,Ukrainian
1030,Portuguese
1031,Macedonian
1032,Spanish
1032,Montenegrin
1032,Lithuanian
1032,Greek
1032,Kyrgyz
1032,Swahili
1033,Latin
1033,Italian
1034,Bulgarian
1035,Indonesian
1035,Dutch
1035,Burmese
1036,Spanish
1036,Greek
1036,Thai
1036,Swahili
1037,Portuguese
1037,Swedish
1037,Dhivehi
1037,Kyrgyz
1038,Lithuanian
1038,Vietnamese
1039,Indonesian
1039,Armenian
1039,English
1039,Dzongkha
1040,Sinhala
1041,Arabic
1041,Khmer
1041,Spanish
1041,Lao
1042,Turkish
1042,Khmer
1042,Pashto
1042,Arabic
1042,Ukrainian
1042,Hindi
1043,Japanese
1043,Khmer
1043,Macedonian
1043,Mandarin Chinese
1044,Khmer
1044,Latvian
1044,Arabic
1044,Korean
1044,Estonian
1045,Montenegrin
1045,Icelandic
1045,Malay
1045,Kyrgyz
1046,Spanish
1046,Russian
1046,Slovak
1047,Khmer
1047,Lithuanian
1047,Mandarin Chinese
1049,Croatian
1049,Bengali
1049,Azerbaijani
1050,Serbian
1050,Kyrgyz
1050,English
1050,Amharic
1051,Armenian
1051,Albanian
1052,Latin
1052,Dzongkha
1053,Czech
1054,Lao
1056,Lao
1056,Vietnamese
1056,Nepali
1057,Dhivehi
1057,English
1058,Sesotho
1058,Irish
1059,Croatian
1059,Slovene
1059,Latvian
1059,Catalan
1060,Slovene
1060,Urdu
1060,Bosnian
1061,Armenian
1061,Arabic
1061,Sesotho
1062,Norwegian
1062,Azerbaijani
1062,Finnish
1062,Swahili
1062,Vietnamese
1063,Serbian
1063,Lao
1065,Urdu
1066,Turkish
1066,Hungarian
1066,Bengali
1066,English
1067,Kyrgyz
1067,Amharic
1068,Icelandic
1068,Estonian
1069,French
1069,Russian
1069,Persian
1069,Albanian
1069,Dzongkha
1070,Amharic
1070,English
1070,Mandarin Chinese
1071,Vietnamese
1071,Polish
1072,Montenegrin
1072,Persian
1072,Lithuanian
1073,Latvian
1073,Danish
1073,Malay
1073,Russian
1073,Mandarin Chinese
1073,English
1074,Bengali
1074,Mongolian
1074,Irish
1074,Icelandic
1074,Georgian
1074,Vietnamese
1075,Latin
1075,Lithuanian
1075,Arabic
1075,Irish
1075,Hungarian
1075,Finnish
1076,Ukrainian
1076,Macedonian
1076,Arabic
1076,Catalan
1077,Japanese
1077,Swahili
1077,Dhivehi
1077,Vietnamese
1077,Dzongkha
1078,Khmer
1078,Burmese
1079,Icelandic
1079,Arabic
1079,Polish
1080,Greek
1081,Malay
1081,Romanian
1081,Nepali
1081,Estonian
1083,Azerbaijani
1083,Kyrgyz
1083,Indonesian
1083,Urdu
1083,Italian
1084,Czech
1086,Kirundi
1086,Italian
1086,Burmese
1086,Swahili
1087,Macedonian
1087,Polish
1087,Sinhala
1087,Amharic
1088,Khmer
1089,Persian
1090,Irish
1090,Swedish
1090,Vietnamese
1092,Macedonian
1092,Dhivehi
1092,Estonian
1093,Latin
1093,Albanian
1093,Kyrgyz
1093,Persian
1093,Slovak
1094,Swedish
1094,Nepali
1094,Amharic
1095,Macedonian
1095,Persian
1096,Montenegrin
1096,Finnish
1096,Amharic
1097,Hebrew
1097,Lao
1097,Italian
1097,Thai
1098,Mongolian
1098,Bengali
1098,Korean
1099,Croatian
1099,Italian
1099,French
1099,Vietnamese
1100,Irish
1100,Malay
1100,Dhivehi
1100,Serbian
1101,Indonesian
1101,Burmese
1101,Azerbaijani
1102,Norwegian
1102,Danish
1103,Serbian
1104,Japanese
1104,Serbian
1104,Italian
1104,Dzongkha
1105,Spanish
1105,Danish
1105,Pashto
1105,Kazakh
1105,Kyrgyz
1105,Finnish
1106,German
1106,Persian
1106,Vietnamese
1106,Bosnian
1106,Amharic
1107,Croatian
1107,Dutch
1107,Sinhala
1108,Sesotho
1109,Hebrew
1109,Finnish
1110,Ukrainian
1110,Norwegian
1111,Latin
1111,Italian
1111,Pashto
1112,Thai
1112,Korean
1112,English
1113,Slovene
1114,Persian
1114,Kyrgyz
1114,Slovak
1114,Urdu
1116,Dutch
1117,English
1118,Turkish
1119,Dhivehi
1121,Croatian
1121,Latvian
1121,Swahili
1122,Serbian
1122,Latvian
1123,Bosnian
1124,Italian
1124,Korean
1124,English
1124,Dutch
1125,Montenegrin
1125,Swedish
1125,Hungarian
1125,Vietnamese
1126,Macedonian
1126,Albanian
1126,Icelandic
1126,Finnish
1127,Latin
1127,Malay
1127,Dhivehi
1127,Portuguese
1128,Hebrew
1128,German
1128,French
1128,Lao
1128,Amharic
1129,Azerbaijani
1129,Montenegrin
1129,Mongolian
1129,Catalan
1129,Irish
1131,Turkish
1131,Norwegian
1131,Icelandic
1131,Hungarian
1131,Amharic
1132,Italian
1132,Russian
1133,Hungarian
1134,Serbian
1134,Burmese
1134,Macedonian
1134,Lithuanian
1134,Swahili
1136,Nepali
1136,Icelandic
1136,Greek
1136,Mandarin Chinese
1137,Japanese
1137,Mongolian
1137,Hindi
1138,Kazakh
1138,Korean
1138,Finnish
1139,Portuguese
1139,Hungarian
1139,Bosnian
1140,Catalan
1140,Russian
1141,Portuguese
1141,Swedish
1141,Catalan
1141,Romanian
1141,Sinhala
1141,Dzongkha
1142,Italian
1142,Irish
1142,Latvian
1142,Finnish
1143,Japanese
1143,Arabic
1143,Swahili
1143,Mandarin Chinese
1143,Lao
1144,Japanese
1144,Macedonian
1146,Latvian
1146,Mongolian
1146,Kazakh
1146,Russian
1146,Finnish
1148,Montenegrin
1148,Urdu
1148,Kyrgyz
1148,Pashto
1149,Japanese
1150,Sesotho
1150,Korean
1150,Kyrgyz
1151,Latvian
1151,Irish
1151,Spanish
1151,Albanian
1152,Khmer
1152,Spanish
1152,Estonian
1153,Pashto
1153,Arabic
1153,Icelandic
1153,Sesotho
1153,Vietnamese
1155,Sesotho
1155,Romanian
1156,Slovak
1156,Pashto
1157,Armenian
1157,Serbian
1157,Kirundi
1157,Azerbaijani
1157,Swedish
1158,Montenegrin
1158,Icelandic
1158,Sesotho
1159,Japanese
1159,Kirundi
1159,German
1159,Greek
1160,Croatian
1160,Persian
1160,Finnish
1160,Pashto
1162,Khmer
1162,Pashto
1162,Malay
1162,Sinhala
1162,Estonian
1163,Swedish
1163,Lithuanian
1164,German
1164,Khmer
1164,Vietnamese
1165,Kirundi
1165,Khmer
1165,Latvian
1165,Serbian
1165,Czech
1165,Finnish
1166,Khmer
1166,Georgian
1167,Macedonian
1167,Swedish
1167,Spanish
1167,Malay
1168,Serbian
1168,Persian
1168,Irish
1170,Slovak
1171,Croatian
1171,Irish
1171,Persian
1171,Burmese
1172,Bulgarian
1172,Icelandic
1172,Romanian
1172,Sinhala
1172,Lao
1172,Albanian
1174,Hebrew
1174,Albanian
1174,Hungarian
1174,Nepali
1175,Mongolian
1175,Georgian
1175,Bosnian
1177,Norwegian
1177,Bengali
1177,Mongolian
1177,Lao
1177,Italian
1177,Slovak
1178,Montenegrin
1178,Pashto
1181,Bengali
1181,Icelandic
1181,Mandarin Chinese
1181,Dhivehi
1181,Estonian
1182,Kirundi
1182,Urdu
1182,Nepali
1182,Slovak
1182,Amharic
1183,German
1183,Kirundi
1183,Swedish
1183,Russian
1184,Polish
1185,Latin
1185,Lithuanian
1185,Croatian
1185,Hindi
1185,Bosnian
1187,Sesotho
1187,Vietnamese
1187,Azerbaijani
1187,Dzongkha
1188,Ukrainian
1189,Kirundi
1189,Latvian
1189,Pashto
1189,Thai
1189,Sesotho
1189,Finnish
1190,Romanian
1191,Croatian
1191,Burmese
1191,Kazakh
1192,Lithuanian
1193,Indonesian
1193,Swahili
1194,Montenegrin
1194,Swahili
1195,Serbian
1195,Dutch
1196,Armenian
1196,Serbian
1196,Azerbaijani
1196,Polish
1196,Finnish
1196,Dzongkha
1197,Burmese
1197,Catalan
1197,Georgian
1197,Sinhala
1197,Dhivehi
1198,Japanese
1198,Malay
1198,Pashto
1200,French
1200,Dzongkha
1201,Persian
1202,German
1202,Dhivehi
1202,Polish
1203,Spanish
1203,Dutch
1203,Dhivehi
1203,Sinhala
1204,Bulgarian
1204,Dutch
1204,Korean
1204,English
1205,Montenegrin
1205,Mongolian
1205,Bosnian
1207,Persian
1207,Lithuanian
1207,Sinhala
1208,Turkish
1208,Nepali
1209,Japanese
1209,Montenegrin
1209,Thai
1209,Kyrgyz
1209,Russian
1210,Danish
1210,Pashto
1210,Mongolian
1210,Irish
1210,Urdu
1210,Lao
1212,Armenian
1212,Khmer
1214,Latin
1214,Lithuanian
1214,Burmese
1214,Urdu
1215,Latin
1215,Malay
1216,Danish
1217,Swedish
1217,Hungarian
1217,Slovak
1217,Bosnian
1218,Japanese
1218,Macedonian
1218,Lithuanian
1218,Sesotho
1218,Albanian
1219,Norwegian
1219,Catalan
1219,Thai
1219,Russian
1219,Bosnian
1219,Dzongkha
1220,Khmer
1220,Arabic
1220,Amharic
1221,Hebrew
1222,Spanish
1222,Kyrgyz
1222,Irish
1222,Slovene
1222,French
1222,Dutch
1223,Croatian
1223,Italian
1223,Dhivehi
1223,Dzongkha
1224,Latin
1224,Lao
1224,Mandarin Chinese
1225,Latvian
1225,Mongolian
1225,Catalan
1225,Sesotho
1225,Dutch
1225,Dzongkha
1226,Armenian
1226,Azerbaijani
1226,Danish
1226,Portuguese
1226,Malay
1226,Amharic
1227,Thai
1227,Lithuanian
1227,Bosnian
1228,Bulgarian
1229,Romanian
1229,Hindi
1229,Russian
1229,Sinhala
1230,Latin
1230,Mongolian
1230,Georgian
1230,Urdu
1230,Estonian
1231,Mongolian
1231,Korean
1232,Turkish
1232,Irish
1232,Sesotho
1232,Ukrainian
1232,Hindi
1233,Sesotho
1233,Persian
1233,Hindi
1233,Nepali
1234,Spanish
1234,Burmese
1234,Japanese
1234,Catalan
1234,Slovene
1234,Estonian
1236,Japanese
1236,Dhivehi
1237,Slovene
1239,Serbian
1239,Macedonian
1239,Persian
1239,Icelandic
1240,Mongolian
1240,Japanese
1240,Sinhala
1240,Croatian
1240,Lao
1241,Armenian
1241,Latin
1241,Spanish
1241,Lithuanian
1241,English
1242,Armenian
1242,Catalan
1242,Dutch
1242,Mandarin Chinese
1242,Bulgarian
1242,Hungarian
1244,Khmer
1244,Japanese
1244,Montenegrin
1244,Thai
1244,Malay
1244,Hungarian
1245,Latvian
1245,Swedish
1246,Croatian
1246,Khmer
1246,Lithuanian
1246,Vietnamese
1249,Slovak
1250,Croatian
1251,Indonesian
1251,Kyrgyz
1252,Greek
1253,Montenegrin
1254,Latin
1254,Italian
1254,Kyrgyz
1254,Portuguese
1255,Latvian
1255,Pashto
1255,Montenegrin
1255,Catalan
1255,Malay
1255,English
1256,Serbian
1256,Azerbaijani
1256,Croatian
1256,Dhivehi
1256,English
1257,Montenegrin
1257,Swedish
1257,Finnish
1258,Hungarian
1259,Bulgarian
1260,Armenian
1260,Ukrainian
1261,Vietnamese
1262,Lao
1262,Albanian
1263,Hebrew
1263,Slovene
1263,Urdu
1263,Polish
1265,Croatian
1265,Swedish
1265,Bengali
1265,French
1266,Serbian
1266,Kyrgyz
1266,Bulgarian
1266,Ukrainian
1266,Albanian
1266,Dzongkha
1267,Montenegrin
1267,Malay
1267,Urdu
1267,Mandarin Chinese
1268,Latin
1268,Swedish
1268,Georgian
1268,Kyrgyz
1269,French
1269,Bengali
1269,Thai
1270,Khmer
1270,Dhivehi
1270,Nepali
1272,Albanian
1273,Kirundi
1273,Slovene
1276,Indonesian
1276,Hungarian
1278,Burmese
1278,Azerbaijani
1278,Japanese
1278,Kyrgyz
1278,Dutch
1278,Vietnamese
1279,Montenegrin
1279,Macedonian
1279,Thai
1279,Indonesian
1279,Lao
1280,Bulgarian
1280,Urdu
1280,Swahili
