247,Masjid Al-Maarif,136,Modern mosque with striking geometric patterns and architectural beauty in Bandung.,"Masjid Al-Maarif is a modern mosque in Bandung, featuring striking geometric patterns, impressive architecture, and providing a serene space for prayer and contemplation."
248,Tangkuban Perahu,136,Volcano with a unique shape and picturesque crater near Bandung.,"Tangkuban Perahu is a volcano near Bandung, known for its unique shape resembling an overturned boat, offering a picturesque crater and beautiful hiking trails for adventurous explorers."
249,Mount Bromo,137,Iconic volcano with a vast caldera and a majestic sunrise experience in East Java.,"Mount Bromo is an iconic volcano in East Java, featuring a vast caldera, otherworldly landscapes, and offering a majestic sunrise experience that draws photographers and nature enthusiasts from around the world."
250,House of Sampoerna,137,Historic cigarette factory-turned-museum in Surabaya showcasing Indonesian tobacco industry.,"House of Sampoerna in Surabaya is a historic cigarette factory that has been transformed into a museum, providing insights into the Indonesian tobacco industry, cultural heritage, and offering interactive exhibits."
251,Maimun Palace,138,Historic palace known for its unique architectural style and cultural significance in Medan.,"Maimun Palace is a historic palace in Medan, distinguished by its unique architectural style that combines Malay, Islamic, and European influences, and serving as a testament to the city's cultural heritage."
252,Lake Toba,138,Gigantic volcanic lake with scenic landscapes and Batak cultural heritage in Medan.,"Lake Toba is a gigantic volcanic lake near Medan, surrounded by breathtaking landscapes, charming Batak villages, and offering opportunities for boating, swimming, and immersing in the rich cultural heritage of the region."
253,Amphitheatre of Capua,139,Well-preserved ancient Roman amphitheatre in Capua showcasing gladiatorial events.,"Amphitheatre of Capua is a well-preserved ancient Roman amphitheatre in Capua, offering a glimpse into the spectacles of gladiatorial events that were held during the Roman era."
254,Archaeological Museum of Makassar,139,Museum exhibiting artifacts and archaeological finds from Makassar's history.,"Archaeological Museum of Makassar showcases artifacts and archaeological finds that shed light on the history and cultural heritage of Makassar, providing a deeper understanding of the city's past."
255,Guinness Storehouse,140,Visitor center dedicated to the history and brewing of Guinness in Dublin.,"Guinness Storehouse is a visitor center in Dublin, dedicated to the history and brewing process of Guinness, offering interactive exhibits, tasting sessions, and panoramic views of the city from the Gravity Bar."
256,Trinity College Library,140,Historic library with a stunning Long Room and the Book of Kells in Dublin.,"Trinity College Library in Dublin is a historic library, famous for its stunning Long Room lined with ancient books and manuscripts, and housing the renowned Book of Kells, an illuminated manuscript of great historical and artistic significance."
257,Blarney Castle,141,Medieval castle with lush gardens and the famous Blarney Stone in County Cork.,"Blarney Castle in County Cork is a medieval castle surrounded by lush gardens, offering visitors the opportunity to kiss the Blarney Stone, said to bestow the gift of eloquence."
258,Cork City Gaol,141,Former prison-turned-museum providing insights into the history of Cork in County Cork.,"Cork City Gaol is a former prison in County Cork, now transformed into a museum, offering a captivating journey through the history of Cork, the Irish prison system, and the stories of its inmates."
259,Galway Cathedral,142,Impressive cathedral with stunning stained glass windows and serene atmosphere in Galway.,"Galway Cathedral is an impressive cathedral in Galway, adorned with stunning stained glass windows, soaring arches, and providing a serene space for reflection and contemplation."
260,Salthill Promenade,142,"Vibrant promenade with scenic views, amusement park, and sandy beaches in Galway.","Salthill Promenade in Galway is a vibrant waterfront promenade, offering scenic views of Galway Bay, a bustling amusement park, sandy beaches, and a lively atmosphere that attracts locals and visitors alike."
261,King John's Castle,143,Well-preserved medieval castle with interactive exhibits and panoramic views in Limerick.,"King John's Castle is a well-preserved medieval castle in Limerick, featuring interactive exhibits that bring history to life, and offering panoramic views of the city and the River Shannon."
262,The Hunt Museum,143,Art museum showcasing a diverse collection of artifacts and artworks in Limerick.,"The Hunt Museum in Limerick houses a diverse collection of artifacts, including artworks, antiquities, and historical objects, providing a fascinating exploration of art and culture through the ages."
263,Kilkenny Castle,144,Majestic castle with beautiful gardens and a rich history in Kilkenny.,"Kilkenny Castle is a majestic castle in Kilkenny, surrounded by beautiful gardens, and boasting a rich history that spans over eight centuries, making it a popular tourist attraction and a symbol of the city."
264,St. Canice's Cathedral and Round Tower,144,Historic cathedral and round tower with panoramic views of Kilkenny.,"St. Canice's Cathedral and Round Tower in Kilkenny is a historic site, comprising a stunning cathedral and a round tower, offering panoramic views of the city and the surrounding countryside from the top of the tower."
265,Old City of Jerusalem,145,Historic city with religious significance and diverse cultural heritage in Jerusalem.,"The Old City of Jerusalem is a historic city with immense religious significance, housing important sites sacred to Judaism, Christianity, and Islam, and offering a rich tapestry of cultures, traditions, and historical landmarks."
266,Western Wall,145,Sacred site of Jewish prayer and pilgrimage in Jerusalem.,"The Western Wall, also known as the Wailing Wall, is a sacred site of Jewish prayer and pilgrimage in Jerusalem, serving as a place of reflection, devotion, and connection to the ancient history of Judaism."
267,Tel Aviv Port,146,"Lively waterfront promenade with restaurants, shops, and entertainment in Tel Aviv.","Tel Aviv Port is a vibrant waterfront promenade in Tel Aviv, bustling with restaurants, shops, cafes, and offering entertainment options, where visitors can enjoy the sea breeze and a lively atmosphere."
268,Jaffa Old City,146,"Historic neighborhood with narrow alleyways, art galleries, and cultural heritage in Tel Aviv.","Jaffa Old City is a historic neighborhood in Tel Aviv, characterized by its narrow alleyways, art galleries, vibrant flea market, and preserving the cultural heritage of the region."
269,Bahá'í Gardens,147,Beautiful terraced gardens and spiritual center of the Bahá'í Faith in Haifa.,"Bahá'í Gardens in Haifa are beautiful terraced gardens, serving as a spiritual center of the Bahá'í Faith, offering breathtaking views, meticulously manicured landscapes, and a serene atmosphere."
270,Stella Maris Monastery,147,Catholic monastery with panoramic views and a tranquil setting in Haifa.,"Stella Maris Monastery in Haifa is a Catholic monastery, perched on Mount Carmel, offering panoramic views of the city and the Mediterranean Sea, and providing a tranquil retreat for contemplation and prayer."
271,Timna Park,148,"Desert park with unique rock formations, ancient copper mines, and scenic landscapes in Eilat.","Timna Park is a desert park near Eilat, featuring unique rock formations, remnants of ancient copper mines, and offering scenic landscapes that showcase the beauty of Israel's southern region."
272,Coral Beach Nature Reserve,148,Marine reserve with vibrant coral reefs and diverse marine life in Eilat.,"Coral Beach Nature Reserve in Eilat is a marine reserve known for its vibrant coral reefs, crystal-clear waters, and a rich diversity of marine life, providing exceptional opportunities for snorkeling and diving."
273,Herzl Street,149,"Prominent street with shops, restaurants, and a lively atmosphere in Netanya.","Herzl Street is a prominent street in Netanya, lined with shops, boutiques, cafes, and restaurants, offering a lively atmosphere and serving as a popular hub for locals and visitors."
274,Poleg Beach,149,Beautiful sandy beach with clear waters and recreational activities in Netanya.,"Poleg Beach in Netanya is a beautiful sandy beach with clear waters, offering a variety of recreational activities, including swimming, sunbathing, beach volleyball, and picnicking, providing a perfect coastal retreat."
275,Colosseum,150,Iconic amphitheater and symbol of ancient Rome in Rome.,"The Colosseum is an iconic amphitheater in Rome, symbolizing the grandeur of ancient Rome and offering a glimpse into the world of gladiatorial battles and spectacles that once took place within its walls."
276,Vatican City,150,Independent city-state and spiritual headquarters of the Roman Catholic Church in Rome.,"Vatican City is an independent city-state within Rome, serving as the spiritual and administrative headquarters of the Roman Catholic Church, and housing remarkable artistic and architectural treasures, including St. Peter's Basilica and the Vatican Museums."
277,Rialto Bridge,151,Historic bridge spanning the Grand Canal and a bustling area of shops and markets in Venice.,"Rialto Bridge is a historic bridge spanning the Grand Canal in Venice, and the focal point of a bustling area, adorned with shops, markets, and offering picturesque views of the city's waterways."
278,Piazza San Marco,151,Famous square with stunning architecture and lively atmosphere in Venice.,"Piazza San Marco is a famous square in Venice, featuring stunning architecture, including St. Mark's Basilica and the Doge's Palace, and offering a lively atmosphere with outdoor cafes, street performers, and a constant buzz of activity."
279,Duomo di Firenze,152,Impressive cathedral with a distinctive dome and breathtaking views of Florence.,"Duomo di Firenze, also known as the Florence Cathedral, is an impressive cathedral in Florence, featuring a distinctive dome designed by Brunelleschi, and offering breathtaking views of the city from its dome and bell tower."
280,Uffizi Gallery,152,Renowned art museum housing a vast collection of Renaissance masterpieces in Florence.,"Uffizi Gallery in Florence is a renowned art museum, home to a vast collection of Renaissance masterpieces, including works by Botticelli, Michelangelo, and Leonardo da Vinci, making it a must-visit for art lovers."
281,Milan Cathedral,153,Gothic masterpiece and iconic symbol of Milan with stunning architecture and views.,"Milan Cathedral, also known as Duomo di Milano, is a Gothic masterpiece and iconic symbol of Milan, boasting stunning architecture, intricate details, and offering panoramic views of the city from its rooftop terraces."
282,The Last Supper,153,Famous mural painting by Leonardo da Vinci depicting the Last Supper of Jesus in Milan.,"The Last Supper is a famous mural painting by Leonardo da Vinci, depicting the Last Supper of Jesus and his disciples, located in Milan and considered one of the greatest masterpieces of Western art."
283,Pompeii,154,"Ancient city preserved in volcanic ash, offering a glimpse into Roman life in Naples.","Pompeii is an ancient city near Naples, preserved in volcanic ash after the eruption of Mount Vesuvius in 79 AD, providing a fascinating archaeological site that offers a glimpse into daily life in ancient Rome."
284,Amalfi Coast,154,Stunning coastal region with picturesque towns and breathtaking views in Naples.,"Amalfi Coast near Naples is a stunning coastal region, characterized by picturesque towns, colorful cliffside villages, pristine beaches, and offering breathtaking views of the Mediterranean Sea."
285,Piazza del Campo,155,Beautiful medieval square and the heart of Siena's historic center.,"Piazza del Campo is a beautiful medieval square in Siena, serving as the heart of the city's historic center, famous for its unique shell-shaped design, architectural landmarks, and hosting the famous Palio horse race."
286,Duomo di Siena,155,Impressive cathedral with a stunning façade and breathtaking interior in Siena.,"Duomo di Siena is an impressive cathedral in Siena, featuring a stunning façade adorned with intricate sculptures, and an equally breathtaking interior with frescoes, stained glass windows, and the Libreria Piccolomini."
287,Senso-ji Temple,156,Ancient Buddhist temple and the oldest temple in Tokyo.,"Senso-ji Temple is an ancient Buddhist temple in Tokyo, known as the oldest temple in the city, and offering a rich cultural experience with its vibrant Nakamise Shopping Street and serene temple grounds."
288,Meiji Shrine,156,Peaceful Shinto shrine surrounded by a lush forest in Tokyo.,"Meiji Shrine is a peaceful Shinto shrine in Tokyo, nestled in a lush forested area, providing a serene escape from the bustling city and offering a glimpse into traditional Japanese spirituality."
289,Kiyomizu-dera Temple,157,Historic Buddhist temple with a wooden terrace and panoramic views in Kyoto.,"Kiyomizu-dera Temple is a historic Buddhist temple in Kyoto, known for its wooden terrace that offers panoramic views of the city, especially during cherry blossom season, and serving as a popular pilgrimage site."
290,Fushimi Inari Taisha,157,Sacred Shinto shrine with thousands of vibrant red torii gates in Kyoto.,"Fushimi Inari Taisha is a sacred Shinto shrine in Kyoto, famous for its thousands of vibrant red torii gates that create a mesmerizing tunnel-like path, offering a unique spiritual and aesthetic experience."
291,Osaka Castle,158,Majestic castle with impressive architecture and historical significance in Osaka.,"Osaka Castle is a majestic castle in Osaka, featuring impressive architecture, beautiful gardens, and offering insights into the city's history, feudal era, and the samurai culture."
292,Dotonbori,158,Vibrant entertainment and dining district with iconic neon signs and street food in Osaka.,"Dotonbori is a vibrant entertainment and dining district in Osaka, renowned for its iconic neon signs, bustling streets, and a wide array of street food stalls, restaurants, and nightlife options."
293,Hiroshima Peace Memorial Park,159,Peaceful park commemorating the atomic bombing of Hiroshima and promoting peace.,"Hiroshima Peace Memorial Park is a peaceful park in Hiroshima, serving as a solemn tribute to the victims of the atomic bombing and promoting peace, featuring the iconic Atomic Bomb Dome and various memorial monuments."
294,Itsukushima Shrine,159,Shinto shrine with a floating torii gate and scenic beauty on Miyajima Island near Hiroshima.,"Itsukushima Shrine is a Shinto shrine on Miyajima Island near Hiroshima, known for its iconic floating torii gate, stunning views of the Seto Inland Sea, and a tranquil atmosphere that evokes a sense of serenity."
295,Nara Park,160,Picturesque park with friendly deer and ancient temples in Nara.,"Nara Park is a picturesque park in Nara, famous for its friendly deer that roam freely, ancient temples, including Todai-ji with its massive Buddha statue, and offering a serene escape into nature and history."
296,Odori Park,161,Beautiful park known for its vibrant flower displays and hosting Sapporo Snow Festival in Sapporo.,"Odori Park is a beautiful park in Sapporo, known for its vibrant flower displays throughout the year and for hosting the famous Sapporo Snow Festival, featuring magnificent snow and ice sculptures."
297,Sapporo Beer Museum,161,Museum showcasing the history and brewing process of Sapporo beer in Sapporo.,"Sapporo Beer Museum offers visitors the opportunity to learn about the history and brewing process of Sapporo beer, with interactive exhibits, beer tastings, and a chance to explore the beer garden."
298,Ohori Park,162,Picturesque park surrounding a large pond with a Japanese garden and historic structures in Fukuoka.,"Ohori Park is a picturesque park in Fukuoka, surrounding a large pond and featuring a beautiful Japanese garden, historic structures, walking paths, and a tranquil atmosphere."
299,Fukuoka Tower,162,Iconic tower offering panoramic views of Fukuoka and the surrounding area in Fukuoka.,"Fukuoka Tower is an iconic tower in Fukuoka, providing panoramic views of the city, the nearby ocean, and the stunning skyline, especially during sunset and at night."
300,Kenrokuen Garden,163,One of Japan's most beautiful gardens with stunning landscapes and traditional elements in Kanazawa.,"Kenrokuen Garden is one of Japan's most beautiful gardens, known for its stunning landscapes, serene atmosphere, meticulously maintained grounds, and traditional elements, such as teahouses and stone lanterns."
301,Kanazawa Castle,163,Historic castle showcasing traditional architecture and offering insights into Kanazawa's feudal past in Kanazawa.,"Kanazawa Castle is a historic castle in Kanazawa, featuring traditional architecture, reconstructed towers, and a park that offers a glimpse into the city's feudal past and samurai culture."
302,Glover Garden,164,Historic hillside garden with Western-style residences and panoramic views in Nagasaki.,"Glover Garden is a historic hillside garden in Nagasaki, featuring Western-style residences, beautiful gardens, and offering panoramic views of the city, the harbor, and the surrounding landscape."
303,Atomic Bomb Museum,164,Museum dedicated to the atomic bombing of Nagasaki and its aftermath in Nagasaki.,"Atomic Bomb Museum in Nagasaki provides a moving and informative experience, presenting the history and impact of the atomic bombing, with exhibits on the devastation caused and the importance of nuclear disarmament."
304,Amman Citadel,165,Historical site with ancient ruins and a panoramic view of Amman in Amman.,"Amman Citadel is a historical site in Amman, featuring ancient ruins, including the Temple of Hercules and the Umayyad Palace, and offering a panoramic view of the city, showcasing its blend of ancient and modern architecture."
305,Roman Theater,165,"Well-preserved Roman theater with a capacity of 6,000 spectators in Amman.","Roman Theater in Amman is a well-preserved Roman theater, dating back to the 2nd century AD, with a capacity of 6,000 spectators, and serving as a venue for cultural events and performances."
306,Al-Khazneh,166,Iconic archaeological site and rock-cut treasury in Petra.,"Al-Khazneh, also known as The Treasury, is an iconic archaeological site in Petra, carved into the rose-colored sandstone cliffs, and serving as a symbol of the ancient Nabatean civilization."
307,The Monastery,166,Impressive rock-cut building and popular hiking destination in Petra.,"The Monastery, also known as Ad-Deir, is an impressive rock-cut building in Petra, located high up in the mountains and accessible through a challenging hike, rewarding visitors with breathtaking views and a sense of wonder."
308,Aqaba Marine Park,167,Marine park offering snorkeling and diving opportunities in Aqaba.,"Aqaba Marine Park is a marine park in Aqaba, known for its vibrant coral reefs, clear waters, and diverse marine life, providing excellent opportunities for snorkeling, diving, and underwater exploration."
309,Wadi Rum,167,Scenic desert valley with stunning rock formations and offering desert adventures in Aqaba.,"Wadi Rum is a scenic desert valley in Aqaba, famous for its stunning rock formations, towering sandstone cliffs, and offering various desert adventures, such as camel rides, jeep tours, and camping under the starry sky."
310,Madaba Mosaic Map,168,Ancient mosaic map depicting the Holy Land in Madaba.,"Madaba Mosaic Map is an ancient mosaic map located in Madaba, depicting the Holy Land and providing valuable insights into the geography and history of the region during the 6th century."
311,Mount Nebo,168,Biblical site with panoramic views and a memorial to Moses in Madaba.,"Mount Nebo is a biblical site in Madaba, offering panoramic views of the Jordan Valley, the Dead Sea, and the Promised Land, and featuring a memorial to Moses."
312,Jerash Ruins,169,Well-preserved ancient Roman ruins showcasing grand architecture in Jerash.,"Jerash Ruins in Jerash are well-preserved ancient Roman ruins, featuring grand architecture, including the impressive Oval Plaza, Hadrian's Arch, and the South Theater, providing a glimpse into the Roman Empire's influence in the region."
313,Umm Qais,169,Archaeological site with Roman and Byzantine ruins and panoramic views in Jerash.,"Umm Qais is an archaeological site in Jerash, showcasing Roman and Byzantine ruins, including a theater, a basilica, and offering panoramic views of the Sea of Galilee, the Golan Heights, and the Yarmouk River."
314,Wadi Rum,170,Scenic desert valley with stunning rock formations and offering desert adventures in Wadi Rum.,"Wadi Rum is a scenic desert valley in Wadi Rum, famous for its stunning rock formations, towering sandstone cliffs, and offering various desert adventures, such as camel rides, jeep tours, and camping under the starry sky."
315,Lawrence's Spring,170,Historical spring associated with T.E. Lawrence and offering a refreshing stop in Wadi Rum.,"Lawrence's Spring is a historical spring in Wadi Rum, associated with T.E. Lawrence (also known as Lawrence of Arabia), offering a refreshing stop for visitors exploring the desert landscapes."
316,Irbid City Center,171,Lively shopping and entertainment complex in Irbid.,"Irbid City Center is a lively shopping and entertainment complex in Irbid, offering a wide range of retail stores, dining options, and recreational activities."
317,Jordan Museum of Popular Tradition,171,Museum showcasing the rich cultural heritage of Jordan in Irbid.,"Jordan Museum of Popular Tradition in Irbid showcases the rich cultural heritage of Jordan, displaying traditional costumes, handicrafts, and cultural artifacts."
318,Karak Castle,172,Impressive medieval castle with panoramic views of Karak in Karak.,"Karak Castle is an impressive medieval castle in Karak, offering panoramic views of the city and the surrounding landscapes, and providing insights into the region's history and architectural heritage."
319,Shobak Castle,172,Crusader castle with fascinating ruins and commanding views in Karak.,"Shobak Castle is a Crusader castle in Karak, featuring fascinating ruins, underground passages, and commanding views of the surrounding area, serving as a testament to the region's history."
320,Salt Archaeological Museum,173,Museum displaying archaeological artifacts from the region in Salt.,"Salt Archaeological Museum in Salt showcases archaeological artifacts discovered in the region, providing insights into the area's history, culture, and ancient civilizations."
321,The Soap House,173,Workshop and store showcasing traditional soap-making techniques in Salt.,"The Soap House in Salt offers visitors the opportunity to learn about traditional soap-making techniques, explore the workshop, and purchase locally-produced soaps."
322,Nairobi National Park,174,Kenya's oldest national park with diverse wildlife and a backdrop of Nairobi's skyline in Nairobi.,"Nairobi National Park is Kenya's oldest national park, offering a unique wildlife experience just outside the city, with an abundance of animal species, including lions, giraffes, zebras, and a backdrop of Nairobi's skyline."
323,David Sheldrick Wildlife Trust,174,Orphan elephant rescue and rehabilitation center in Nairobi.,"David Sheldrick Wildlife Trust in Nairobi is a renowned orphan elephant rescue and rehabilitation center, providing care and protection for baby elephants, and offering visitors the opportunity to observe these magnificent animals up close."
324,Diani Beach,175,Spectacular white-sand beach with crystal-clear waters and vibrant coral reefs in Mombasa.,"Diani Beach is a spectacular white-sand beach in Mombasa, offering crystal-clear waters, vibrant coral reefs, and a range of water activities, such as snorkeling, scuba diving, and beach relaxation."
325,Fort Jesus,175,Historic fort with a museum showcasing Mombasa's maritime history in Mombasa.,"Fort Jesus is a historic fort in Mombasa, housing a museum that showcases the city's maritime history, including exhibits on trade, exploration, and the influence of different cultures."
326,Lake Nakuru National Park,176,"National park known for its flamingos, rhinos, and stunning lake views in Nakuru.","Lake Nakuru National Park is known for its stunning lake views, as well as its population of flamingos and rhinos, offering wildlife sightings, birdwatching opportunities, and picturesque landscapes."
327,Menengai Crater,176,Volcanic crater with hiking trails and panoramic views in Nakuru.,"Menengai Crater in Nakuru is a volcanic crater offering hiking trails, panoramic views of the surrounding landscapes, and a chance to explore the geothermal features of the area."
328,Eldoret Museum,177,Museum showcasing the cultural heritage of the Rift Valley region in Eldoret.,"Eldoret Museum in Eldoret showcases the cultural heritage of the Rift Valley region, featuring exhibits on traditional crafts, music, dance, and the history of the local communities."
329,Kerio Valley,177,"Scenic valley with a river, cliffs, and opportunities for outdoor activities in Eldoret.","Kerio Valley in Eldoret is a scenic valley characterized by its river, cliffs, and rugged landscapes, providing opportunities for hiking, birdwatching, and outdoor activities."
330,Kisumu Impala Sanctuary,178,"Sanctuary protecting impalas, other wildlife, and offering nature trails in Kisumu.","Kisumu Impala Sanctuary is a sanctuary in Kisumu, protecting impalas and other wildlife species, and offering nature trails, picnic spots, and opportunities for birdwatching."
331,Kisumu Museum,178,Museum showcasing the cultural and natural history of Kisumu in Kisumu.,"Kisumu Museum in Kisumu showcases the cultural and natural history of the region, with exhibits on traditional artifacts, local tribes, and the ecology of Lake Victoria."
332,Petronas Twin Towers,179,Iconic twin towers with an observation deck and a shopping mall in Kuala Lumpur.,"Petronas Twin Towers are iconic twin towers in Kuala Lumpur, offering an observation deck with breathtaking city views, a sky bridge connecting the towers, and a luxury shopping mall."
333,Batu Caves,179,Limestone caves with Hindu temples and a giant golden statue in Kuala Lumpur.,"Batu Caves are limestone caves in Kuala Lumpur, featuring Hindu temples, colorful statues, and a giant golden statue of Lord Murugan, attracting both worshippers and tourists."
334,George Town Heritage Area,180,"UNESCO-listed heritage area with colorful streets, street art, and historic buildings in George Town.","George Town Heritage Area in George Town is a UNESCO-listed heritage area, known for its colorful streets, vibrant street art, and well-preserved historic buildings, showcasing the multicultural heritage of Penang."
335,Penang Hill,180,"Hill station with panoramic views, a funicular railway, and nature trails in George Town.","Penang Hill is a hill station in George Town, offering panoramic views of the city and the coastline, accessible via a funicular railway, and featuring nature trails, gardens, and a canopy walk."
336,Mount Kinabalu,181,Tallest peak in Borneo with stunning hiking trails and breathtaking views in Kota Kinabalu.,"Mount Kinabalu is the tallest peak in Borneo, offering stunning hiking trails that lead adventurers through diverse ecosystems, culminating in breathtaking views from the summit."
337,Tunku Abdul Rahman National Park,181,"Archipelago of islands with beautiful beaches, coral reefs, and water activities in Kota Kinabalu.","Tunku Abdul Rahman National Park is an archipelago of islands near Kota Kinabalu, offering beautiful beaches, crystal-clear waters, vibrant coral reefs, and a range of water activities, such as snorkeling, diving, and island hopping."
338,Stadthuys,182,Historic Dutch administrative building and museum in Malacca City.,"Stadthuys in Malacca City is a historic Dutch administrative building, dating back to the 17th century, now housing a museum that explores the history and culture of Malacca."
339,Jonker Street,182,"Vibrant street known for its night market, antique shops, and Peranakan cuisine in Malacca City.","Jonker Street in Malacca City is a vibrant street renowned for its night market, offering a variety of local snacks, crafts, and souvenirs, as well as antique shops, art galleries, and Peranakan cuisine."
340,Sultan Abu Bakar State Mosque,183,Grand mosque with Victorian and Moorish architecture in Johor Bahru.,"Sultan Abu Bakar State Mosque in Johor Bahru is a grand mosque with a fusion of Victorian and Moorish architecture, featuring intricate details, beautiful stained glass windows, and expansive prayer halls."
341,Legoland Malaysia,183,Family-friendly theme park with LEGO-themed attractions and rides in Johor Bahru.,"Legoland Malaysia in Johor Bahru is a family-friendly theme park, offering a wide array of LEGO-themed attractions, rides, and interactive experiences, catering to visitors of all ages."
342,Johor Bahru Old Chinese Temple,184,Historic Chinese temple with ornate architecture and colorful decorations in Johor Bahru.,"Johor Bahru Old Chinese Temple in Johor Bahru is a historic Chinese temple, adorned with intricate architecture, elaborate decorations, and offering a serene atmosphere for prayer and contemplation."
343,Ipoh Heritage Walk,184,"Walking trail through Ipoh's old town, showcasing colonial-era buildings and street art in Ipoh.","Ipoh Heritage Walk is a walking trail through Ipoh's old town, taking visitors on a journey through its colonial-era buildings, vibrant street art, and traditional coffee shops, offering a glimpse into the city's past and present."
344,Langkawi Sky Bridge,185,Spectacular curved bridge with panoramic views of Langkawi's rainforest and islands in Langkawi.,"Langkawi Sky Bridge is a spectacular curved bridge in Langkawi, offering panoramic views of the surrounding rainforest, mountains, and islands, accessible via a cable car ride."
345,Pulau Payar Marine Park,185,"Marine park with clear waters, coral reefs, and opportunities for snorkeling and diving in Langkawi.","Pulau Payar Marine Park is a marine park in Langkawi, known for its clear waters, vibrant coral reefs, and diverse marine life, providing excellent opportunities for snorkeling, diving, and underwater exploration."
346,Sarawak Cultural Village,186,Living museum showcasing the cultural heritage of Sarawak's indigenous communities in Kuching.,"Sarawak Cultural Village in Kuching is a living museum, offering insights into the cultural heritage of Sarawak's indigenous communities, with traditional houses, craft demonstrations, cultural performances, and interactive activities."
347,Bako National Park,186,"National park with diverse wildlife, rainforests, and rugged coastline in Kuching.","Bako National Park in Kuching is a national park renowned for its diverse wildlife, lush rainforests, unique plant species, and picturesque coastline, offering hiking trails and wildlife spotting opportunities."
348,Teluk Cempedak Beach,187,"Popular beach with golden sands, clear waters, and various recreational activities in Kuantan.","Teluk Cempedak Beach is a popular beach in Kuantan, featuring golden sands, clear waters, and offering various recreational activities, such as swimming, beach sports, and seaside dining."
349,Taman Gelora,187,"Seaside park with walking paths, playgrounds, and a lake in Kuantan.","Taman Gelora is a seaside park in Kuantan, offering walking paths, playgrounds, picnic areas, a lake with paddleboat rentals, and a relaxing atmosphere for leisure activities."
350,Sepilok Orangutan Rehabilitation Centre,188,Orangutan rehabilitation center and sanctuary in Sandakan.,"Sepilok Orangutan Rehabilitation Centre in Sandakan is a renowned center dedicated to the rehabilitation and conservation of orangutans, providing a chance to observe these incredible primates in their natural habitat."
351,Kinabatangan River,188,"River known for its diverse wildlife, including proboscis monkeys and orangutans, in Sandakan.","Kinabatangan River in Sandakan is a river famous for its incredible biodiversity, including proboscis monkeys, orangutans, pygmy elephants, and a variety of bird species, offering river cruises and wildlife-watching opportunities."
352,Taiping Lake Gardens,189,"Scenic gardens with a lake, vibrant flora, and recreational facilities in Taiping.","Taiping Lake Gardens in Taiping is a scenic park featuring a large lake, beautiful gardens, colorful flora, and recreational facilities, providing a peaceful setting for leisure activities and nature appreciation."
353,Zoo Taiping & Night Safari,189,Zoo and night safari showcasing a variety of animal species in Taiping.,"Zoo Taiping & Night Safari in Taiping is a zoo and night safari, home to a diverse range of animal species, including tigers, elephants, birds, and nocturnal animals, offering educational and entertaining experiences."
354,National Palace,190,Official residence of the President of Mexico and a cultural symbol in Mexico City.,"National Palace in Mexico City is the official residence of the President of Mexico, featuring grand architecture, historical murals by Diego Rivera, and serving as a cultural symbol of the country."
355,Chapultepec Park,190,"Vast urban park with a zoo, museums, lakes, and recreational areas in Mexico City.","Chapultepec Park is a vast urban park in Mexico City, offering a wide range of attractions, including a zoo, museums, lakes, gardens, and recreational areas, providing a tranquil retreat within the bustling city."
356,Tulum,191,Mayan archaeological site overlooking the Caribbean Sea in Tulum.,"Tulum is a Mayan archaeological site in Tulum, perched on a cliff overlooking the Caribbean Sea, showcasing well-preserved ruins, including the iconic El Castillo pyramid, and providing a stunning backdrop for beach relaxation."
357,Jardin Majorelle,191,Exotic garden with vibrant blue buildings and a collection of plants in Marrakech.,"Jardin Majorelle in Marrakech is an exotic garden designed by French painter Jacques Majorelle, featuring vibrant blue buildings, a diverse collection of plants, and serving as a tranquil oasis within the bustling city."
358,Fez Medina,202,"Labyrinthine medieval city with ancient mosques, markets, and historic sites in Fez.","Fez Medina in Fez is a labyrinthine medieval city, a UNESCO World Heritage site, boasting ancient mosques, bustling markets, traditional craft workshops, and a rich history that immerses visitors in the cultural heritage of Morocco."
359,Bou Inania Madrasa,202,Historic Islamic school with intricate architecture and ornate decorations in Fez.,"Bou Inania Madrasa in Fez is a historic Islamic school known for its exquisite architecture, intricate tilework, and ornate decorations, offering a glimpse into the artistry and craftsmanship of the period."
360,Hassan II Mosque,203,Grand mosque with impressive architecture and the world's tallest minaret in Casablanca.,"Hassan II Mosque in Casablanca is a grand mosque known for its impressive architecture, intricate details, and the world's tallest minaret, offering a place of worship and a cultural landmark for the city."
361,La Corniche,203,"Scenic waterfront promenade with restaurants, cafes, and panoramic views in Casablanca.","La Corniche is a scenic waterfront promenade in Casablanca, lined with restaurants, cafes, and offering panoramic views of the Atlantic Ocean, making it a popular destination for leisurely strolls and seaside dining."
362,Chefchaouen Medina,204,Picturesque blue-washed old town with narrow streets and vibrant markets in Chefchaouen.,"Chefchaouen Medina in Chefchaouen is a picturesque blue-washed old town, characterized by narrow streets, colorful buildings, and vibrant markets, creating a charming and photogenic atmosphere."
363,Akchour Waterfalls,204,Beautiful waterfalls and natural pools in the Rif Mountains near Chefchaouen.,"Akchour Waterfalls near Chefchaouen are a series of beautiful waterfalls surrounded by lush greenery and natural pools, offering a refreshing escape and scenic hiking opportunities."
