363,2872,1,We had a terrible experience with the worker - they provided incorrect information and did not address our concerns.,1993-01-12
364,287,4,The worker was attentive and provided valuable insights to enhance our travel experience.,1980-02-25
365,1689,2,The worker seemed overwhelmed and struggled to handle multiple customer inquiries.,1998-05-10
366,753,3,"The worker was friendly, but we expected more proactive assistance.",2022-12-12
367,826,5,The worker was exceptional - they took care of every detail and ensured a flawless vacation.,1995-12-08
368,1588,1,We were highly disappointed with the worker - they provided incorrect information and were unresponsive.,2021-03-18
369,317,4,The worker was knowledgeable and helped us craft a perfect itinerary.,2003-06-25
370,1332,2,The worker seemed disengaged and did not provide satisfactory assistance.,1988-09-18
371,370,4,The agent was knowledgeable and provided great recommendations for our vacation.,1986-02-06
372,1625,2,The employee seemed disinterested and did not go the extra mile to assist us.,2003-03-09
373,1423,3,The representative was efficient in booking our flights but lacked personal engagement.,2007-11-09
374,460,5,The consultant was a pleasure to work with - their enthusiasm and expertise made planning our trip enjoyable.,1989-05-08
375,1280,1,We were extremely disappointed with the staff member - they made numerous mistakes and showed a lack of professionalism.,1994-03-26
376,2897,4,The agent went above and beyond to find us the best deals and accommodations.,1986-11-14
377,2770,3,The employee was friendly but could have been more proactive in providing information.,2005-11-07
378,1588,5,The advisor was exceptional - they took care of every detail and made our vacation stress-free.,1986-04-08
379,555,2,The representative lacked attention to detail and made errors in our travel itinerary.,1982-05-11
380,459,3,The agent was polite but seemed overwhelmed and struggled to handle multiple requests.,1982-10-04
381,782,4,The employee was prompt in responding to our queries and provided excellent customer service.,1993-04-13
382,1974,1,"We were extremely dissatisfied with the staff member - they were unhelpful and unresponsive, making the experience frustrating.",2019-10-25
383,1987,5,The consultant demonstrated extensive knowledge and helped us create a personalized itinerary.,1976-10-09
384,2901,2,The agent seemed indifferent and did not show genuine interest in assisting us.,1983-03-29
385,472,3,"The employee provided the necessary information, but their communication lacked warmth.",2015-04-24
386,1729,4,"The representative was patient and understanding, answering all our questions with clarity.",1988-12-14
387,1369,1,We had a terrible experience with the staff member - they were unresponsive and failed to address our concerns.,2016-02-22
388,631,5,"The advisor was proactive and resourceful, ensuring all our travel arrangements were perfect.",1972-10-16
389,2411,2,The agent appeared disorganized and provided inaccurate information about our travel options.,2004-04-06
390,2739,4,The employee was attentive and offered valuable insights for our vacation planning.,1976-08-03
391,1743,3,"The representative was courteous, but we felt their responses could have been more detailed.",1981-02-02
392,2794,5,The consultant was an absolute delight to work with - they exceeded our expectations.,2001-10-24
393,563,1,We had a terrible experience with the staff member - they were unresponsive and unprofessional.,2020-12-12
394,416,4,"The agent was friendly and accommodating, making the booking process seamless.",2019-08-11
395,1952,2,The employee lacked professionalism and made mistakes in our travel arrangements.,1997-08-31
396,2366,3,The representative provided satisfactory service but lacked a personalized touch.,2017-04-03
397,2755,5,The advisor was a true professional - their expertise and personalized recommendations made our trip unforgettable.,1984-01-30
398,1943,1,We were extremely unsatisfied with the staff member - they were unresponsive and unprofessional.,1987-06-07
399,834,4,The agent was prompt in their responses and provided excellent customer service.,1977-04-21
400,2876,2,The employee appeared disinterested and lacked enthusiasm in assisting us.,1993-06-14
401,2094,3,The representative provided satisfactory service but could have been more proactive in providing updates.,1988-11-18
402,2817,5,The consultant was an exceptional travel agent - they made our trip memorable and hassle-free.,1995-10-26
403,2191,1,We were highly disappointed with the staff member - they provided incorrect information and caused confusion.,2001-08-09
404,1379,4,The employee was knowledgeable and helped us create an itinerary that suited our preferences.,1999-07-08
405,1370,2,The agent seemed overwhelmed and struggled to handle customer inquiries efficiently.,1995-04-16
406,2920,3,The representative was polite but could have been more proactive in providing updates.,1972-02-11
407,1761,5,The advisor was exceptional - they took care of every detail and ensured a flawless vacation.,2000-02-29
408,2389,1,We were unsatisfied with the staff member - they provided incorrect information and did not apologize for the inconvenience caused.,2011-05-08
409,2873,4,The agent was attentive and provided valuable insights to enhance our travel experience.,1973-05-22
410,188,2,The employee seemed disengaged and did not show enthusiasm in assisting us.,1970-10-19
411,2465,3,The representative provided satisfactory service but lacked attention to detail.,2008-03-10
412,1974,5,The consultant was outstanding - they tailored our trip to perfection and exceeded our expectations.,2018-03-30
413,191,1,We had a terrible experience with the staff member - they provided incorrect information and did not rectify the situation promptly.,2020-01-29
414,1371,4,The employee demonstrated exceptional knowledge and attention to detail.,2003-05-22
415,602,2,The agent appeared disinterested and did not show genuine interest in assisting us.,1978-05-11
416,2786,3,The representative provided satisfactory service but could have been more proactive in providing updates.,2008-08-23
417,1445,5,The advisor was outstanding - they tailored our trip to perfection and exceeded our expectations.,1991-12-04
418,1797,1,We were extremely disappointed with the staff member - they mishandled our booking and did not take responsibility.,1987-02-20
419,2660,4,The agent was knowledgeable and helped us create a customized itinerary.,1978-07-12
420,608,2,The employee appeared disengaged and did not provide satisfactory service.,1973-06-04
421,2909,3,The representative provided satisfactory service but could have been more proactive in providing updates.,2014-03-27
422,1923,5,The consultant was exceptional - they went above and beyond to create a memorable travel experience.,2004-10-19
423,1292,1,We had a terrible experience with the staff member - they provided incorrect information and did not rectify the situation.,2023-05-06
424,2553,4,The employee was attentive and provided valuable insights to enhance our travel experience.,2016-08-11
425,1482,2,The agent seemed overwhelmed and struggled to handle multiple customer inquiries.,1981-09-24
426,13,3,"The representative was friendly, but we expected more proactive assistance.",1977-09-21
427,1586,5,The advisor was exceptional - they took care of every detail and ensured a flawless vacation.,1987-02-12
428,417,1,We were highly disappointed with the staff member - they provided incorrect information and were unresponsive.,1977-03-19
429,1604,4,The agent was knowledgeable and helped us craft a customized itinerary.,1984-07-25
430,1564,2,The employee seemed disinterested and did not show genuine interest in assisting us.,1979-06-14
431,717,3,The representative provided satisfactory service but could have been more attentive to detail.,1989-02-04
432,2844,5,The consultant was outstanding - they tailored our trip to perfection and exceeded our expectations.,1994-06-14
433,391,1,We had a terrible experience with the staff member - they provided incorrect information and did not address our concerns.,2000-12-17
434,1377,4,The employee was attentive and provided valuable insights to enhance our travel experience.,1988-12-11
435,1138,2,The agent seemed overwhelmed and struggled to handle multiple customer inquiries.,1992-03-10
436,2733,3,"The representative was friendly, but we expected more proactive assistance.",1985-01-31
437,2363,5,The advisor was exceptional - they took care of every detail and ensured a flawless vacation.,2022-11-14
438,2309,1,We were highly disappointed with the staff member - they provided incorrect information and were unresponsive.,2007-10-19
439,1588,4,The agent was knowledgeable and helped us craft a perfect itinerary.,2021-02-10
440,2445,2,The employee seemed disengaged and did not provide satisfactory assistance.,1987-02-08
441,694,3,The representative provided satisfactory service but lacked attention to detail.,2019-10-10
442,793,5,The consultant was outstanding - they tailored our trip to perfection and exceeded our expectations.,2001-02-11
443,1285,1,We had a terrible experience with the staff member - they provided incorrect information and did not address our concerns.,2015-08-07
444,1228,4,The employee was attentive and provided valuable insights to enhance our travel experience.,2009-08-09
445,949,2,The agent seemed overwhelmed and struggled to handle multiple customer inquiries.,1997-12-15
446,555,3,"The representative was friendly, but we expected more proactive assistance.",2003-02-02
447,187,5,The advisor was exceptional - they took care of every detail and ensured a flawless vacation.,1984-03-04
448,161,1,We were highly disappointed with the staff member - they provided incorrect information and were unresponsive.,2009-04-09
449,881,4,The agent was knowledgeable and helped us craft a perfect itinerary.,1975-01-20
450,603,2,The employee seemed disengaged and did not provide satisfactory assistance.,1977-11-01
451,1533,3,The representative provided satisfactory service but lacked attention to detail.,1976-05-13
452,1938,5,The consultant was outstanding - they tailored our trip to perfection and exceeded our expectations.,1997-09-06
453,1819,1,We had a terrible experience with the staff member - they provided incorrect information and did not address our concerns.,2018-08-27
454,1535,4,The employee was attentive and provided valuable insights to enhance our travel experience.,2003-06-30
455,2457,2,The agent seemed overwhelmed and struggled to handle multiple customer inquiries.,2011-02-17
456,810,3,"The representative was friendly, but we expected more proactive assistance.",2009-05-16
457,2646,5,The advisor was exceptional - they took care of every detail and ensured a flawless vacation.,1974-06-02
458,1508,1,We were highly disappointed with the staff member - they provided incorrect information and were unresponsive.,1972-01-12
459,1455,4,The agent was knowledgeable and helped us craft a perfect itinerary.,2019-07-15
460,2029,2,The employee seemed disengaged and did not provide satisfactory assistance.,1987-04-01
461,1018,3,The representative provided satisfactory service but lacked attention to detail.,1973-01-04
462,1360,5,The consultant was outstanding - they tailored our trip to perfection and exceeded our expectations.,2014-04-06
463,1877,1,We had a terrible experience with the staff member - they provided incorrect information and did not address our concerns.,2003-05-06
464,96,4,The employee was attentive and provided valuable insights to enhance our travel experience.,1974-11-15
465,961,2,The agent seemed overwhelmed and struggled to handle multiple customer inquiries.,2009-03-22
466,1036,3,"The representative was friendly, but we expected more proactive assistance.",1979-03-17
467,655,5,The advisor was exceptional - they took care of every detail and ensured a flawless vacation.,2008-06-07
468,2734,1,We were highly disappointed with the staff member - they provided incorrect information and were unresponsive.,1973-10-03
469,1067,4,The agent was knowledgeable and helped us craft a perfect itinerary.,1975-03-01
470,1995,2,The employee seemed disengaged and did not provide satisfactory assistance.,1977-08-22
471,1489,4,The guide was knowledgeable and provided insightful commentary throughout the tour.,1995-12-27
472,58,2,"The guide seemed competent, but lacked the enthusiasm I usually appreciate from tour guides.",1989-08-10
473,1666,3,"The guide was friendly, but we felt their storytelling could have been more engaging.",2004-08-19
474,2583,5,The guide was incredibly helpful and went above and beyond to ensure our travel experience was exceptional.,1993-06-16
475,1450,1,We were disappointed with the guide - they were unresponsive and did not address our concerns.,1982-10-18
476,1769,4,The guide was attentive and provided interesting historical anecdotes during the tour.,2015-07-15
477,2333,3,"The guide was informative, but we expected more personal interactions and engagement.",2011-02-20
478,256,5,The guide was outstanding - their passion and expertise made the tour unforgettable.,1983-03-23
479,1939,2,The guide lacked enthusiasm and did not create an immersive experience for us.,1988-08-21
480,2318,3,"The guide was polite, but their storytelling could have been more captivating.",2000-10-01
481,841,4,The guide was knowledgeable and provided interesting insights into the local culture.,1986-10-13
482,1260,1,We had a frustrating experience with the guide - they were unhelpful and unresponsive.,2005-07-03
483,688,5,The guide was incredibly helpful and ensured our travel plans went smoothly.,1991-03-25
484,610,2,The guide lacked the warmth and personal touch that we usually appreciate from tour guides.,1974-10-12
485,2099,3,"The guide provided satisfactory information, but we expected more enthusiasm and energy.",1973-10-30
486,887,4,The guide was friendly and made the tour engaging with their interactive approach.,1995-08-06
487,597,1,We were disappointed with the guide - they were unresponsive and failed to address our concerns.,1981-04-09
488,2409,5,The guide was proactive in sharing interesting facts and making the tour enjoyable.,2021-08-08
489,2102,2,The guide appeared disengaged and did not show genuine interest in showcasing the attractions.,2022-12-12
490,1325,4,The guide was attentive and provided valuable insights that enhanced our tour experience.,1975-07-03
491,1297,3,"The guide was polite, but we expected more personalized attention and interaction.",2015-03-20
492,559,5,The guide was exceptional - their knowledge and storytelling skills made the tour memorable.,2021-02-09
493,2148,1,We were dissatisfied with the guide - they provided inaccurate information and were unresponsive.,2002-08-08
494,1027,4,The guide was knowledgeable and shared fascinating details about the landmarks we visited.,1989-08-21
495,2657,2,The guide lacked enthusiasm and did not create a vibrant atmosphere during the tour.,2003-05-18
496,1506,3,"The guide provided satisfactory information, but we expected a more dynamic presentation.",1972-05-28
497,2775,5,The guide was outstanding - they made the tour educational and entertaining for everyone.,1994-11-30
498,2239,1,We had a disappointing experience with the guide - they were unresponsive and did not meet our expectations.,1982-07-07
499,526,4,The guide was proactive in providing insights and answered all our questions during the tour.,1992-11-22
500,1102,2,The guide lacked the charisma and energy that we usually associate with exceptional tour guides.,2022-04-16
501,922,3,"The guide provided satisfactory information, but we expected more engaging storytelling.",1983-05-21
502,1609,5,The guide was exceptional - they brought the history and culture to life with their passionate narration.,1994-04-19
503,2592,1,We were dissatisfied with the guide - they provided inaccurate information and were unresponsive to our concerns.,1988-08-15
504,1473,4,The guide was knowledgeable and provided in-depth explanations of the attractions we visited.,2015-07-11
505,1494,2,The guide seemed disinterested and did not make an effort to create an enjoyable tour experience.,2020-08-14
506,1373,3,"The guide provided satisfactory information, but we expected more interactive elements in the tour.",2017-04-27
507,1098,5,The guide was outstanding - they made the tour informative and entertaining for all participants.,1986-10-30
508,2662,1,We had a disappointing experience with the guide - they were unresponsive and did not address our concerns.,1984-07-06
509,2841,4,The guide was attentive and shared interesting anecdotes that enhanced our understanding of the destination.,1980-01-08
510,2200,2,The guide lacked enthusiasm and did not create an engaging atmosphere during the tour.,1982-02-03
511,764,3,"The guide provided satisfactory information, but we expected more passion in their delivery.",2012-03-13
512,1091,5,The guide was exceptional - they made the tour immersive and left us with lasting memories.,1996-12-16
513,1427,1,We were dissatisfied with the guide - they provided inaccurate information and were unresponsive to our concerns.,2006-08-25
514,1836,4,The guide was knowledgeable and provided insightful commentary throughout the tour.,1989-02-06
515,2109,2,The guide lacked enthusiasm and did not create an immersive experience for us.,2011-10-22
516,2015,3,"The guide provided satisfactory information, but we expected more interactive elements in the tour.",1972-04-04
517,1729,5,The guide was outstanding - their passion and expertise made the tour unforgettable.,2020-07-10
518,1960,1,We were disappointed with the guide - they were unresponsive and did not address our concerns.,1980-05-02
519,553,4,The guide was attentive and provided interesting historical anecdotes during the tour.,1979-06-23
520,1397,2,The guide lacked the warmth and personal touch that we usually appreciate from tour guides.,2002-01-30
521,2426,3,"The guide was informative, but we expected more personal interactions and engagement.",1973-02-23
522,1095,5,The guide was incredibly helpful and went above and beyond to ensure our travel experience was exceptional.,1993-12-07
523,2336,1,We were disappointed with the guide - they were unresponsive and did not address our concerns.,1970-11-03
524,442,4,The guide was proactive in sharing interesting facts and making the tour enjoyable.,2020-02-05
525,745,2,The guide lacked enthusiasm and did not create an immersive experience for us.,2001-11-24
526,1518,3,"The guide provided satisfactory information, but we expected more enthusiasm and energy.",2015-05-18
527,2388,5,The guide was exceptional - their knowledge and storytelling skills made the tour memorable.,1978-01-31
528,881,1,We had a frustrating experience with the guide - they were unhelpful and unresponsive.,2010-04-14
529,2424,4,The guide was knowledgeable and provided excellent assistance throughout the tour.,2011-02-18
530,1299,2,"The guide seemed competent, but lacked the enthusiasm I usually appreciate from tour guides.",1978-02-25
531,629,3,"The guide was friendly, but we felt their storytelling could have been more engaging.",1985-07-31
532,1578,5,The guide was incredibly helpful and went above and beyond to ensure our travel experience was exceptional.,1975-10-08
533,459,1,We were disappointed with the guide - they were unresponsive and did not address our concerns.,2014-01-16
534,1857,4,The guide was attentive and provided interesting historical anecdotes during the tour.,1990-03-25
535,2701,2,The guide lacked the warmth and personal touch that we usually appreciate from tour guides.,2020-04-13
536,1185,3,"The guide was informative, but we expected more personal interactions and engagement.",1980-02-08
537,1757,5,The guide was outstanding - their passion and expertise made the tour unforgettable.,1998-06-08
538,2346,1,We were disappointed with the guide - they were unresponsive and did not address our concerns.,1973-11-21
539,2515,4,The guide was proactive in sharing interesting facts and making the tour enjoyable.,1977-12-13
540,1902,2,The guide lacked enthusiasm and did not create an immersive experience for us.,1970-03-16
541,958,3,"The guide provided satisfactory information, but we expected more enthusiasm and energy.",1987-06-22
542,373,5,The guide was exceptional - their knowledge and storytelling skills made the tour memorable.,1988-07-22
543,834,1,We had a frustrating experience with the guide - they were unhelpful and unresponsive.,1971-12-29
544,61,4,The guide was knowledgeable and provided excellent assistance throughout the tour.,1974-08-17
545,974,2,"The guide seemed competent, but lacked the enthusiasm I usually appreciate from tour guides.",1997-06-14
546,2915,3,"The guide was friendly, but we felt their storytelling could have been more engaging.",1973-06-09
547,83,5,The guide was incredibly helpful and went above and beyond to ensure our travel experience was exceptional.,1980-01-29
548,2375,1,We were disappointed with the guide - they were unresponsive and did not address our concerns.,1997-01-06
549,1987,4,The guide was attentive and provided interesting historical anecdotes during the tour.,1975-05-01
550,1294,2,The guide lacked the warmth and personal touch that we usually appreciate from tour guides.,2016-05-04
551,1193,3,"The guide was informative, but we expected more personal interactions and engagement.",1991-11-03
552,646,5,The guide was outstanding - their passion and expertise made the tour unforgettable.,2001-08-07
553,144,1,We were disappointed with the guide - they were unresponsive and did not address our concerns.,2006-10-09
554,1581,4,The guide was proactive in sharing interesting facts and making the tour enjoyable.,2015-09-12
555,792,2,The guide lacked enthusiasm and did not create an immersive experience for us.,2018-06-26
556,1785,3,"The guide provided satisfactory information, but we expected more enthusiasm and energy.",1998-05-21
557,2342,5,The guide was exceptional - their knowledge and storytelling skills made the tour memorable.,1997-07-30
558,1607,1,We had a frustrating experience with the guide - they were unhelpful and unresponsive.,1977-01-04
559,2170,4,The guide was knowledgeable and provided excellent assistance throughout the tour.,2017-07-08
560,588,2,"The guide seemed competent, but lacked the enthusiasm I usually appreciate from tour guides.",1994-01-31
561,567,3,"The guide was friendly, but we felt their storytelling could have been more engaging.",1997-11-26
562,337,5,The guide was incredibly helpful and went above and beyond to ensure our travel experience was exceptional.,2019-11-12
563,540,1,We were disappointed with the guide - they were unresponsive and did not address our concerns.,2019-04-07
564,2671,4,The guide was attentive and provided interesting historical anecdotes during the tour.,2020-05-20
565,1719,2,The guide lacked the warmth and personal touch that we usually appreciate from tour guides.,1979-10-30
566,2551,3,"The guide was informative, but we expected more personal interactions and engagement.",2004-06-12
567,1599,5,The guide was outstanding - their passion and expertise made the tour unforgettable.,2016-05-26
568,2823,1,We were disappointed with the guide - they were unresponsive and did not address our concerns.,2006-03-01
569,415,4,The guide was proactive in sharing interesting facts and making the tour enjoyable.,2008-05-16
570,1702,2,The guide lacked enthusiasm and did not create an immersive experience for us.,2017-12-26
571,2089,4,The guide was knowledgeable and provided insightful commentary about the local history and culture.,1994-01-25
572,420,2,The guide seemed competent but lacked the enthusiasm and energy that make a tour engaging.,1972-10-02
573,2156,3,"The guide was friendly, but their storytelling could have been more captivating and immersive.",1989-09-18
574,522,5,The guide was exceptional - their passion and expertise made the tour a truly memorable experience.,2018-03-27
575,251,1,We were disappointed with the guide - they were unresponsive and did not address our questions and concerns adequately.,2002-11-16
576,902,4,The guide was attentive and shared fascinating anecdotes that enriched our understanding of the destination.,2000-03-22
577,658,3,"The guide was informative, but we expected a more personalized and interactive tour experience.",1998-09-10
578,2900,5,The guide was outstanding - they went above and beyond to ensure our tour was tailored to our interests and preferences.,2011-02-21
579,908,2,The guide lacked enthusiasm and failed to create an engaging and lively atmosphere during the tour.,2009-11-17
580,2824,3,"The guide was polite, but we expected more dynamic and captivating storytelling.",2020-06-05
581,2347,4,The guide was knowledgeable and provided interesting insights into the local customs and traditions.,1970-04-04
582,659,1,We had a frustrating experience with the guide - they were unhelpful and dismissive of our inquiries and needs.,1997-02-04
583,1362,5,"The guide was incredibly helpful and accommodating, making sure everyone had a fantastic time on the tour.",2020-05-04
584,2478,2,The guide lacked the warmth and personal connection that we usually expect from exceptional tour guides.,1991-01-08
585,1229,3,"The guide provided satisfactory information, but we expected more energy and enthusiasm in their delivery.",1985-01-06
586,454,4,"The guide was friendly and interacted well with the group, making the tour enjoyable for everyone.",1982-09-24
587,1603,1,We were disappointed with the guide - they were unresponsive and did not meet our expectations for a quality tour experience.,2007-11-09
588,33,5,"The guide was proactive in sharing interesting facts and stories, making the tour informative and engaging.",2019-10-16
589,103,2,The guide appeared disengaged and did not convey a genuine passion for the destination during the tour.,1972-05-22
590,279,4,"The guide was attentive and provided valuable insights, enhancing our appreciation of the sights and attractions.",1974-01-06
591,55,3,"The guide was polite, but we expected more personal interactions and opportunities for questions during the tour.",1991-10-18
592,1764,5,The guide was exceptional - they brought the history and culture of the destination to life through their engaging narratives.,1979-07-19
593,1668,1,We were dissatisfied with the guide - they provided inaccurate information and were unresponsive to our concerns.,1987-02-01
594,519,4,The guide was knowledgeable and shared intriguing details about the landmarks and their significance.,1997-04-06
595,1224,2,The guide lacked enthusiasm and failed to create a vibrant and energetic atmosphere during the tour.,1978-11-27
596,555,3,"The guide provided satisfactory information, but we expected a more immersive and interactive tour experience.",2012-04-05
597,184,5,The guide was outstanding - they made the tour memorable with their expertise and engaging storytelling.,2009-11-16
598,188,1,We had a disappointing experience with the guide - they were unresponsive and did not address our concerns.,1988-07-09
599,1804,4,The guide was proactive in providing additional information and ensuring a comprehensive tour experience.,1999-05-22
600,726,2,The guide seemed disinterested and did not exhibit the passion and enthusiasm we anticipated.,2023-01-23
601,2516,3,"The guide provided satisfactory information, but we expected a more captivating and dynamic presentation.",1987-09-07
602,1619,5,The guide was exceptional - they went above and beyond to make the tour interactive and enjoyable for all.,2014-04-28
603,365,1,We were dissatisfied with the guide - they provided inaccurate information and did not meet our expectations for a quality tour.,1997-04-26
604,2587,4,"The guide was knowledgeable and shared fascinating insights, adding depth to the tour experience.",2020-10-13
605,741,2,The guide lacked enthusiasm and failed to create a lively and engaging atmosphere during the tour.,1981-11-22
606,2592,3,"The guide provided satisfactory information, but we expected a more energetic and charismatic delivery.",1997-09-29
607,183,5,The guide was outstanding - their expertise and enthusiasm made the tour exceptional.,2014-12-20
608,2184,1,We had a disappointing experience with the guide - they were unresponsive and did not address our concerns effectively.,2013-10-16
609,1444,4,The guide was attentive and provided interesting commentary that enhanced our understanding of the destination.,2008-08-17
610,1,2,The guide lacked the warmth and personal touch we usually expect from exceptional tour guides.,1998-10-24
611,1790,3,"The guide was informative, but we expected a more interactive and engaging tour experience.",1995-10-19
612,1392,5,The guide was exceptional - their passion and in-depth knowledge made the tour truly memorable.,2022-09-22
613,645,1,We were disappointed with the guide - they were unresponsive and did not provide satisfactory answers to our questions.,1991-07-22
614,2218,4,"The guide was attentive and shared fascinating stories and anecdotes, making the tour engaging and enjoyable.",1977-02-14
615,2418,2,The guide lacked enthusiasm and did not create a captivating and immersive experience during the tour.,2006-09-15
616,460,3,"The guide provided satisfactory information, but we expected a more vibrant and interactive presentation.",2009-10-13
617,961,5,The guide was outstanding - their expertise and enthusiasm brought the tour to life.,1985-07-18
618,2035,1,We had a frustrating experience with the guide - they were unhelpful and did not address our concerns adequately.,2014-07-21
619,1593,4,The guide was knowledgeable and provided insightful commentary that enriched our understanding of the destination.,2012-08-30
620,912,2,The guide lacked the warmth and personal connection we usually appreciate from exceptional tour guides.,2012-04-28
621,1335,3,"The guide was informative, but we expected a more interactive and engaging tour experience.",1997-11-10
622,237,5,The guide was exceptional - they went above and beyond to ensure an unforgettable tour for all participants.,1970-04-18
623,1956,1,We were disappointed with the guide - they were unresponsive and did not meet our expectations for a quality tour.,2002-07-16
624,661,4,"The guide was attentive and provided interesting insights, making the tour more enjoyable and informative.",2011-09-26
625,1286,2,The guide appeared disengaged and did not convey a genuine passion for the destination during the tour.,1995-02-01
626,364,3,"The guide provided satisfactory information, but we expected more enthusiasm and energy in their delivery.",1995-05-08
627,2884,5,The guide was outstanding - they made the tour immersive and captivating with their engaging storytelling.,1979-06-09
628,1840,1,We were dissatisfied with the guide - they provided inaccurate information and did not address our concerns effectively.,1975-07-02
629,512,4,The guide was proactive in sharing additional information and ensuring a comprehensive tour experience.,1998-01-22
630,1231,2,The guide seemed disinterested and did not exhibit the enthusiasm and passion we anticipated.,1982-01-03
631,874,3,"The guide provided satisfactory information, but we expected a more captivating and dynamic presentation.",2018-02-18
632,1942,5,The guide was exceptional - they went above and beyond to create an interactive and memorable tour.,2001-01-02
633,2856,1,We had a disappointing experience with the guide - they were unresponsive and did not address our concerns adequately.,1974-02-21
634,1778,4,"The guide was knowledgeable and shared intriguing details about the landmarks, adding depth to the tour.",1976-10-08
635,2343,2,The guide lacked enthusiasm and failed to create a vibrant and energetic atmosphere during the tour.,2021-10-08
636,2346,3,"The guide provided satisfactory information, but we expected a more immersive and interactive tour experience.",2013-09-29
637,612,5,The guide was outstanding - their expertise and enthusiasm made the tour exceptional.,1976-05-21
638,2421,1,We were disappointed with the guide - they were unresponsive and did not address our concerns effectively.,2014-10-06
639,783,4,The guide was proactive in providing additional insights and ensuring a comprehensive tour experience.,2002-03-23
640,1208,2,The guide seemed disinterested and did not exhibit the passion and enthusiasm we anticipated.,1996-01-11
641,774,3,"The guide provided satisfactory information, but we expected a more captivating and dynamic presentation.",2011-05-25
642,452,5,The guide was exceptional - they went above and beyond to make the tour interactive and enjoyable for all participants.,2012-12-18
643,2154,1,We had a disappointing experience with the guide - they were unresponsive and did not meet our expectations for a quality tour.,1983-10-04
644,2658,4,"The guide was attentive and shared fascinating anecdotes, making the tour engaging and informative.",2013-02-25
645,2595,2,The guide lacked the warmth and personal touch that we usually expect from exceptional tour guides.,2005-02-27
646,2099,3,"The guide was informative, but we expected a more interactive and engaging tour experience.",2019-10-02
647,1656,5,The guide was outstanding - their passion and expertise made the tour truly memorable.,2006-05-31
648,2510,1,We were disappointed with the guide - they were unresponsive and did not address our concerns effectively.,1996-09-02
649,2142,4,"The guide was proactive in sharing interesting facts and stories, making the tour informative and captivating.",1992-06-28
650,2753,2,The guide lacked enthusiasm and failed to create an immersive and lively atmosphere during the tour.,1998-11-09
651,2677,3,"The guide provided satisfactory information, but we expected a more energetic and charismatic delivery.",1974-12-17
652,564,5,The guide was exceptional - they went above and beyond to make the tour interactive and enjoyable for all participants.,1997-04-28
653,855,1,We had a disappointing experience with the guide - they were unresponsive and did not meet our expectations for a quality tour.,2021-11-16
654,1690,4,"The guide was knowledgeable and shared intriguing details about the landmarks, enriching our understanding of the destination.",1978-06-07
655,1990,2,The guide lacked enthusiasm and failed to create a vibrant and engaging atmosphere during the tour.,1987-06-22
656,2202,3,"The guide provided satisfactory information, but we expected a more immersive and interactive tour experience.",1996-06-01
657,2666,5,The guide was outstanding - their expertise and passion made the tour truly memorable.,1979-10-22
658,220,1,We were disappointed with the guide - they were unresponsive and did not address our concerns effectively.,2002-07-31
659,1846,4,"The guide was attentive and shared fascinating insights, enhancing our tour experience.",1976-03-08
660,1827,2,The guide lacked the warmth and personal connection we usually appreciate from exceptional tour guides.,1989-07-06
661,40,3,"The guide was informative, but we expected a more interactive and engaging tour experience.",1990-12-12
662,8,5,The guide was exceptional - they went above and beyond to ensure an unforgettable tour for all participants.,2007-07-22
663,1710,1,We had a frustrating experience with the guide - they were unhelpful and did not address our concerns adequately.,2011-11-25
664,2090,4,"The guide was knowledgeable and provided insightful commentary, enriching our understanding of the destination.",2013-01-14
665,1054,2,The guide lacked enthusiasm and failed to create a vibrant and energetic atmosphere during the tour.,2008-07-08
666,831,3,"The guide provided satisfactory information, but we expected a more immersive and interactive tour experience.",1996-04-30
667,1125,5,The guide was outstanding - their expertise and enthusiasm made the tour exceptional.,2002-10-28
668,2344,1,We were disappointed with the guide - they were unresponsive and did not meet our expectations for a quality tour.,2016-07-02
669,46,4,"The guide was attentive and shared fascinating anecdotes, making the tour engaging and informative.",1994-11-17
670,2370,2,The guide lacked the warmth and personal touch that we usually expect from exceptional tour guides.,2006-10-07
671,473,4,"The shuttle service was efficient and punctual, getting us to our destinations on time.",2016-02-09
672,210,2,"The taxi was clean, but the driver seemed disinterested and lacked professionalism.",1981-03-18
673,990,3,"The bus was spacious, but the air conditioning wasnt working properly during our journey.",2016-10-25
674,1878,5,"The train ride was smooth and comfortable, offering breathtaking views of the scenic route.",2017-11-04
675,1477,1,"The airport transfer van was overcrowded and disorganized, leading to a stressful experience.",2000-06-19
676,745,4,"The shuttle service provided convenient pick-up and drop-off locations, making it easy to navigate the city.",1998-05-23
677,939,3,"The car rental service was efficient, but the vehicle had a few minor maintenance issues.",2018-06-14
678,2611,5,"The private chauffeur service was top-notch, providing a luxurious and stress-free travel experience.",2019-01-27
679,768,2,"The bus was clean, but the seats were uncomfortable and lacked proper legroom.",1998-02-18
680,1339,3,"The train service was reliable, but the onboard amenities were limited.",2007-09-25
681,2332,4,"The airport transfer service was prompt and professional, ensuring a hassle-free start to our trip.",2012-05-27
682,64,1,"The shuttle service was constantly delayed, causing significant disruptions to our itinerary.",1997-12-01
683,2671,5,"The rental car was well-maintained and equipped with modern features, making our road trip enjoyable.",1970-04-21
684,515,2,"The taxi service was convenient, but the driver took a longer route, increasing the fare.",2020-02-19
685,374,3,"The bus was on time, but the driver lacked basic communication skills and failed to provide necessary information.",2001-11-27
