id,rezervacija_id,naziv,davatelj,opis,cijena
15,515,"Platinum Plan",VoyageSure,"The Platinum Plan offers deluxe coverage with additional benefits like trip delay, missed connection coverage, and rental car protection.",202.52
15,335,"Platinum Plan",VoyageSure,"The Platinum Plan offers deluxe coverage with additional benefits like trip delay, missed connection coverage, and rental car protection.",202.52
4,489,"Premium Plan",TravelShield,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and lost luggage.",183.60
26,57,"Premium Plan",SafeHaven,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",95.82
30,3,"Plan D",TravelTrust,"Plan D provides comprehensive coverage with higher limits for trip cancellation, emergency medical expenses, and lost luggage.",127.49
42,511,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
14,221,"Gold Plan",VoyageSure,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",152.63
23,251,"Deluxe Plan",ExploreAssure,"The Deluxe Plan offers comprehensive coverage with higher limits for trip interruption, emergency medical expenses, and baggage protection.",288.88
39,43,"Family Plan",Safeguard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",418.66
36,186,"Gold Plan",AdventureCover,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",299.21
34,448,"Group Plan",GuardianTravel,"The Group Plan provides coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",254.23
14,396,"Gold Plan",VoyageSure,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",152.63
8,306,"Family Plus Plan",WanderSafe,"The Family Plus Plan provides comprehensive coverage for the whole family, including children, with additional benefits like trip interruption, emergency medical expenses, and baggage protection.",199.63
34,248,"Group Plan",GuardianTravel,"The Group Plan provides coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",254.23
49,130,"Adventure Plan",JourneyPro,"The Adventure Plan provides coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",380.52
25,227,"Basic Plan",SafeHaven,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",73.12
39,359,"Family Plan",Safeguard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",418.66
23,290,"Deluxe Plan",ExploreAssure,"The Deluxe Plan offers comprehensive coverage with higher limits for trip interruption, emergency medical expenses, and baggage protection.",288.88
24,477,"Annual Multi-Trip Plan",ExploreAssure,"The Annual Multi-Trip Plan provides year-round coverage for unlimited trips, including benefits like trip cancellation, medical emergencies, and lost luggage.",732.00
28,41,"Plan B",TravelTrust,"Plan B provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",52.81
5,280,"Family Plan",TravelShield,"The Family Plan provides coverage for the entire family, including children, with discounted rates.",400.00
6,357,"Business Plan",TravelShield,"The Business Plan offers specialized coverage for business travelers, including trip cancellation and emergency medical expenses.",153.43
11,255,"Group Plan",WanderSafe,"The Group Plan offers coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",190.68
40,256,"Business Plan",Safeguard,"The Business Plan offers specialized coverage for business travelers, including trip cancellation, emergency medical expenses, and rental car protection.",201.05
17,486,"Comprehensive Coverage",SafeTravels,"The Comprehensive Coverage plan provides extensive protection for trip cancellation, emergency medical expenses, and lost luggage.",117.99
24,293,"Annual Multi-Trip Plan",ExploreAssure,"The Annual Multi-Trip Plan provides year-round coverage for unlimited trips, including benefits like trip cancellation, medical emergencies, and lost luggage.",732.00
28,196,"Plan B",TravelTrust,"Plan B provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",52.81
30,104,"Plan D",TravelTrust,"Plan D provides comprehensive coverage with higher limits for trip cancellation, emergency medical expenses, and lost luggage.",127.49
6,530,"Business Plan",TravelShield,"The Business Plan offers specialized coverage for business travelers, including trip cancellation and emergency medical expenses.",153.43
41,288,"Adventure Plan",Safeguard,"The Adventure Plan provides coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",195.50
24,58,"Annual Multi-Trip Plan",ExploreAssure,"The Annual Multi-Trip Plan provides year-round coverage for unlimited trips, including benefits like trip cancellation, medical emergencies, and lost luggage.",732.00
33,172,"Premier Plan",GuardianTravel,"The Premier Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",152.87
41,213,"Adventure Plan",Safeguard,"The Adventure Plan provides coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",195.50
6,153,"Business Plan",TravelShield,"The Business Plan offers specialized coverage for business travelers, including trip cancellation and emergency medical expenses.",153.43
11,63,"Group Plan",WanderSafe,"The Group Plan offers coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",190.68
7,107,"Explorer Plan",WanderSafe,"The Explorer Plan is ideal for adventurous travelers, offering coverage for extreme sports and activities, trip cancellation, and medical emergencies.",84.67
7,313,"Explorer Plan",WanderSafe,"The Explorer Plan is ideal for adventurous travelers, offering coverage for extreme sports and activities, trip cancellation, and medical emergencies.",84.67
36,508,"Gold Plan",AdventureCover,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",299.21
7,30,"Explorer Plan",WanderSafe,"The Explorer Plan is ideal for adventurous travelers, offering coverage for extreme sports and activities, trip cancellation, and medical emergencies.",84.67
4,413,"Premium Plan",TravelShield,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and lost luggage.",183.60
46,282,"Family Plan",ExcursionGuard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",788.64
21,322,"Adventure Plan",SecureJourney,"The Adventure Plan offers coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",222.22
40,2,"Business Plan",Safeguard,"The Business Plan offers specialized coverage for business travelers, including trip cancellation, emergency medical expenses, and rental car protection.",201.05
9,31,"Annual Travel Plan",WanderSafe,"The Annual Travel Plan offers year-round coverage for unlimited trips, including benefits such as trip cancellation, medical emergencies, and lost luggage.",854.11
15,99,"Platinum Plan",VoyageSure,"The Platinum Plan offers deluxe coverage with additional benefits like trip delay, missed connection coverage, and rental car protection.",202.52
29,303,"Plan C",TravelTrust,"Plan C offers additional benefits such as trip delay, missed connection coverage, and emergency medical evacuation.",93.33
36,202,"Gold Plan",AdventureCover,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",299.21
19,409,"Premier Plan",SecureJourney,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",155.43
16,385,"Basic Coverage",SafeTravels,"The Basic Coverage plan includes essential benefits such as trip cancellation, medical emergencies, and baggage delay.",94.23
47,419,"Basic Plan",JourneyPro,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",296.45
31,192,"Plan E",TravelTrust,"Plan E is designed for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",100.00
34,277,"Group Plan",GuardianTravel,"The Group Plan provides coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",254.23
6,407,"Business Plan",TravelShield,"The Business Plan offers specialized coverage for business travelers, including trip cancellation and emergency medical expenses.",153.43
8,105,"Family Plus Plan",WanderSafe,"The Family Plus Plan provides comprehensive coverage for the whole family, including children, with additional benefits like trip interruption, emergency medical expenses, and baggage protection.",199.63
31,376,"Plan E",TravelTrust,"Plan E is designed for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",100.00
5,496,"Family Plan",TravelShield,"The Family Plan provides coverage for the entire family, including children, with discounted rates.",400.00
31,460,"Plan E",TravelTrust,"Plan E is designed for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",100.00
12,362,"Student Plan",WanderSafe,"The Student Plan is tailored for student travelers, providing coverage for trip cancellation, medical emergencies, and study interruption.",60.97
14,174,"Gold Plan",VoyageSure,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",152.63
30,397,"Plan D",TravelTrust,"Plan D provides comprehensive coverage with higher limits for trip cancellation, emergency medical expenses, and lost luggage.",127.49
24,340,"Annual Multi-Trip Plan",ExploreAssure,"The Annual Multi-Trip Plan provides year-round coverage for unlimited trips, including benefits like trip cancellation, medical emergencies, and lost luggage.",732.00
30,261,"Plan D",TravelTrust,"Plan D provides comprehensive coverage with higher limits for trip cancellation, emergency medical expenses, and lost luggage.",127.49
36,22,"Gold Plan",AdventureCover,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",299.21
43,77,"Premier Plan",RoamingProtector,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",70.79
3,156,"Basic Plan",TravelShield,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and baggage delay.",63.34
39,523,"Family Plan",Safeguard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",418.66
26,21,"Premium Plan",SafeHaven,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",95.82
18,152,"Standard Plan",SecureJourney,"The Standard Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",142.24
39,36,"Family Plan",Safeguard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",418.66
21,86,"Adventure Plan",SecureJourney,"The Adventure Plan offers coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",222.22
27,121,"Plan A",TravelTrust,"Plan A offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",38.48
35,304,"Silver Plan",AdventureCover,"The Silver Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",272.82
25,158,"Basic Plan",SafeHaven,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",73.12
40,324,"Business Plan",Safeguard,"The Business Plan offers specialized coverage for business travelers, including trip cancellation, emergency medical expenses, and rental car protection.",201.05
39,283,"Family Plan",Safeguard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",418.66
5,505,"Family Plan",TravelShield,"The Family Plan provides coverage for the entire family, including children, with discounted rates.",400.00
43,421,"Premier Plan",RoamingProtector,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",70.79
44,484,"Standard Plan",ExcursionGuard,"The Standard Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",162.11
4,260,"Premium Plan",TravelShield,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and lost luggage.",183.60
49,403,"Adventure Plan",JourneyPro,"The Adventure Plan provides coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",380.52
38,185,"Comprehensive Plan",Safeguard,"The Comprehensive Plan offers comprehensive protection with higher coverage limits for trip interruption, emergency medical expenses, and lost luggage.",187.29
44,366,"Standard Plan",ExcursionGuard,"The Standard Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",162.11
42,149,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
1,286,"Plan A",GlobalGuard,"Plan A offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",186.35
11,95,"Group Plan",WanderSafe,"The Group Plan offers coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",190.68
36,386,"Gold Plan",AdventureCover,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",299.21
14,438,"Gold Plan",VoyageSure,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",152.63
24,72,"Annual Multi-Trip Plan",ExploreAssure,"The Annual Multi-Trip Plan provides year-round coverage for unlimited trips, including benefits like trip cancellation, medical emergencies, and lost luggage.",732.00
34,115,"Group Plan",GuardianTravel,"The Group Plan provides coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",254.23
40,132,"Business Plan",Safeguard,"The Business Plan offers specialized coverage for business travelers, including trip cancellation, emergency medical expenses, and rental car protection.",201.05
7,263,"Explorer Plan",WanderSafe,"The Explorer Plan is ideal for adventurous travelers, offering coverage for extreme sports and activities, trip cancellation, and medical emergencies.",84.67
2,395,"Plan B",GlobalGuard,"Plan B provides enhanced benefits with higher coverage limits for trip interruption and emergency medical expenses.",292.42
31,466,"Plan E",TravelTrust,"Plan E is designed for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",100.00
48,309,"Premium Plan",JourneyPro,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",333.38
42,20,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
9,216,"Annual Travel Plan",WanderSafe,"The Annual Travel Plan offers year-round coverage for unlimited trips, including benefits such as trip cancellation, medical emergencies, and lost luggage.",854.11
40,347,"Business Plan",Safeguard,"The Business Plan offers specialized coverage for business travelers, including trip cancellation, emergency medical expenses, and rental car protection.",201.05
17,197,"Comprehensive Coverage",SafeTravels,"The Comprehensive Coverage plan provides extensive protection for trip cancellation, emergency medical expenses, and lost luggage.",117.99
46,262,"Family Plan",ExcursionGuard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",788.64
23,264,"Deluxe Plan",ExploreAssure,"The Deluxe Plan offers comprehensive coverage with higher limits for trip interruption, emergency medical expenses, and baggage protection.",288.88
43,85,"Premier Plan",RoamingProtector,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",70.79
48,325,"Premium Plan",JourneyPro,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",333.38
40,338,"Business Plan",Safeguard,"The Business Plan offers specialized coverage for business travelers, including trip cancellation, emergency medical expenses, and rental car protection.",201.05
33,154,"Premier Plan",GuardianTravel,"The Premier Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",152.87
40,236,"Business Plan",Safeguard,"The Business Plan offers specialized coverage for business travelers, including trip cancellation, emergency medical expenses, and rental car protection.",201.05
27,23,"Plan A",TravelTrust,"Plan A offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",38.48
41,235,"Adventure Plan",Safeguard,"The Adventure Plan provides coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",195.50
35,289,"Silver Plan",AdventureCover,"The Silver Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",272.82
47,60,"Basic Plan",JourneyPro,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",296.45
17,249,"Comprehensive Coverage",SafeTravels,"The Comprehensive Coverage plan provides extensive protection for trip cancellation, emergency medical expenses, and lost luggage.",117.99
34,7,"Group Plan",GuardianTravel,"The Group Plan provides coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",254.23
34,331,"Group Plan",GuardianTravel,"The Group Plan provides coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",254.23
26,392,"Premium Plan",SafeHaven,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",95.82
35,98,"Silver Plan",AdventureCover,"The Silver Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",272.82
47,443,"Basic Plan",JourneyPro,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",296.45
25,471,"Basic Plan",SafeHaven,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",73.12
11,254,"Group Plan",WanderSafe,"The Group Plan offers coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",190.68
10,429,"Senior Plan",WanderSafe,"The Senior Plan is designed specifically for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",0.00
22,295,"Essential Plan",ExploreAssure,"The Essential Plan provides basic coverage for trip cancellation, medical emergencies, and lost baggage.",227.81
33,450,"Premier Plan",GuardianTravel,"The Premier Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",152.87
44,412,"Standard Plan",ExcursionGuard,"The Standard Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",162.11
4,109,"Premium Plan",TravelShield,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and lost luggage.",183.60
23,360,"Deluxe Plan",ExploreAssure,"The Deluxe Plan offers comprehensive coverage with higher limits for trip interruption, emergency medical expenses, and baggage protection.",288.88
25,257,"Basic Plan",SafeHaven,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",73.12
38,493,"Comprehensive Plan",Safeguard,"The Comprehensive Plan offers comprehensive protection with higher coverage limits for trip interruption, emergency medical expenses, and lost luggage.",187.29
33,45,"Premier Plan",GuardianTravel,"The Premier Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",152.87
36,207,"Gold Plan",AdventureCover,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",299.21
40,83,"Business Plan",Safeguard,"The Business Plan offers specialized coverage for business travelers, including trip cancellation, emergency medical expenses, and rental car protection.",201.05
34,319,"Group Plan",GuardianTravel,"The Group Plan provides coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",254.23
47,4,"Basic Plan",JourneyPro,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",296.45
25,226,"Basic Plan",SafeHaven,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",73.12
49,160,"Adventure Plan",JourneyPro,"The Adventure Plan provides coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",380.52
29,110,"Plan C",TravelTrust,"Plan C offers additional benefits such as trip delay, missed connection coverage, and emergency medical evacuation.",93.33
36,231,"Gold Plan",AdventureCover,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",299.21
4,311,"Premium Plan",TravelShield,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and lost luggage.",183.60
23,345,"Deluxe Plan",ExploreAssure,"The Deluxe Plan offers comprehensive coverage with higher limits for trip interruption, emergency medical expenses, and baggage protection.",288.88
22,431,"Essential Plan",ExploreAssure,"The Essential Plan provides basic coverage for trip cancellation, medical emergencies, and lost baggage.",227.81
14,492,"Gold Plan",VoyageSure,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",152.63
12,165,"Student Plan",WanderSafe,"The Student Plan is tailored for student travelers, providing coverage for trip cancellation, medical emergencies, and study interruption.",60.97
38,524,"Comprehensive Plan",Safeguard,"The Comprehensive Plan offers comprehensive protection with higher coverage limits for trip interruption, emergency medical expenses, and lost luggage.",187.29
45,168,"Premier Plan",ExcursionGuard,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",242.09
6,354,"Business Plan",TravelShield,"The Business Plan offers specialized coverage for business travelers, including trip cancellation and emergency medical expenses.",153.43
48,499,"Premium Plan",JourneyPro,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",333.38
42,241,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
27,482,"Plan A",TravelTrust,"Plan A offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",38.48
48,326,"Premium Plan",JourneyPro,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",333.38
22,193,"Essential Plan",ExploreAssure,"The Essential Plan provides basic coverage for trip cancellation, medical emergencies, and lost baggage.",227.81
42,198,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
24,214,"Annual Multi-Trip Plan",ExploreAssure,"The Annual Multi-Trip Plan provides year-round coverage for unlimited trips, including benefits like trip cancellation, medical emergencies, and lost luggage.",732.00
43,16,"Premier Plan",RoamingProtector,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",70.79
37,171,"Basic Plan",Safeguard,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",134.25
10,371,"Senior Plan",WanderSafe,"The Senior Plan is designed specifically for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",0.00
30,317,"Plan D",TravelTrust,"Plan D provides comprehensive coverage with higher limits for trip cancellation, emergency medical expenses, and lost luggage.",127.49
26,478,"Premium Plan",SafeHaven,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",95.82
11,203,"Group Plan",WanderSafe,"The Group Plan offers coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",190.68
36,34,"Gold Plan",AdventureCover,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",299.21
30,259,"Plan D",TravelTrust,"Plan D provides comprehensive coverage with higher limits for trip cancellation, emergency medical expenses, and lost luggage.",127.49
28,100,"Plan B",TravelTrust,"Plan B provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",52.81
4,274,"Premium Plan",TravelShield,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and lost luggage.",183.60
10,14,"Senior Plan",WanderSafe,"The Senior Plan is designed specifically for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",0.00
45,265,"Premier Plan",ExcursionGuard,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",242.09
11,114,"Group Plan",WanderSafe,"The Group Plan offers coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",190.68
2,355,"Plan B",GlobalGuard,"Plan B provides enhanced benefits with higher coverage limits for trip interruption and emergency medical expenses.",292.42
28,404,"Plan B",TravelTrust,"Plan B provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",52.81
40,399,"Business Plan",Safeguard,"The Business Plan offers specialized coverage for business travelers, including trip cancellation, emergency medical expenses, and rental car protection.",201.05
43,299,"Premier Plan",RoamingProtector,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",70.79
25,314,"Basic Plan",SafeHaven,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",73.12
5,242,"Family Plan",TravelShield,"The Family Plan provides coverage for the entire family, including children, with discounted rates.",400.00
40,287,"Business Plan",Safeguard,"The Business Plan offers specialized coverage for business travelers, including trip cancellation, emergency medical expenses, and rental car protection.",201.05
48,136,"Premium Plan",JourneyPro,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",333.38
29,341,"Plan C",TravelTrust,"Plan C offers additional benefits such as trip delay, missed connection coverage, and emergency medical evacuation.",93.33
23,387,"Deluxe Plan",ExploreAssure,"The Deluxe Plan offers comprehensive coverage with higher limits for trip interruption, emergency medical expenses, and baggage protection.",288.88
6,475,"Business Plan",TravelShield,"The Business Plan offers specialized coverage for business travelers, including trip cancellation and emergency medical expenses.",153.43
44,391,"Standard Plan",ExcursionGuard,"The Standard Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",162.11
1,133,"Plan A",GlobalGuard,"Plan A offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",186.35
41,465,"Adventure Plan",Safeguard,"The Adventure Plan provides coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",195.50
3,8,"Basic Plan",TravelShield,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and baggage delay.",63.34
3,233,"Basic Plan",TravelShield,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and baggage delay.",63.34
43,145,"Premier Plan",RoamingProtector,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",70.79
20,143,"Business Travel Plan",SecureJourney,"The Business Travel Plan is designed for business travelers, providing specialized coverage for trip cancellation, emergency medical expenses, and rental car protection.",193.37
12,439,"Student Plan",WanderSafe,"The Student Plan is tailored for student travelers, providing coverage for trip cancellation, medical emergencies, and study interruption.",60.97
9,27,"Annual Travel Plan",WanderSafe,"The Annual Travel Plan offers year-round coverage for unlimited trips, including benefits such as trip cancellation, medical emergencies, and lost luggage.",854.11
21,301,"Adventure Plan",SecureJourney,"The Adventure Plan offers coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",222.22
45,162,"Premier Plan",ExcursionGuard,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",242.09
30,352,"Plan D",TravelTrust,"Plan D provides comprehensive coverage with higher limits for trip cancellation, emergency medical expenses, and lost luggage.",127.49
43,389,"Premier Plan",RoamingProtector,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",70.79
36,424,"Gold Plan",AdventureCover,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",299.21
31,147,"Plan E",TravelTrust,"Plan E is designed for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",100.00
12,377,"Student Plan",WanderSafe,"The Student Plan is tailored for student travelers, providing coverage for trip cancellation, medical emergencies, and study interruption.",60.97
2,329,"Plan B",GlobalGuard,"Plan B provides enhanced benefits with higher coverage limits for trip interruption and emergency medical expenses.",292.42
18,53,"Standard Plan",SecureJourney,"The Standard Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",142.24
13,356,"Silver Plan",VoyageSure,"The Silver Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",102.37
30,218,"Plan D",TravelTrust,"Plan D provides comprehensive coverage with higher limits for trip cancellation, emergency medical expenses, and lost luggage.",127.49
35,103,"Silver Plan",AdventureCover,"The Silver Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",272.82
26,456,"Premium Plan",SafeHaven,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",95.82
10,97,"Senior Plan",WanderSafe,"The Senior Plan is designed specifically for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",0.00
38,116,"Comprehensive Plan",Safeguard,"The Comprehensive Plan offers comprehensive protection with higher coverage limits for trip interruption, emergency medical expenses, and lost luggage.",187.29
39,139,"Family Plan",Safeguard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",418.66
2,401,"Plan B",GlobalGuard,"Plan B provides enhanced benefits with higher coverage limits for trip interruption and emergency medical expenses.",292.42
28,436,"Plan B",TravelTrust,"Plan B provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",52.81
27,281,"Plan A",TravelTrust,"Plan A offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",38.48
10,125,"Senior Plan",WanderSafe,"The Senior Plan is designed specifically for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",0.00
28,302,"Plan B",TravelTrust,"Plan B provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",52.81
26,178,"Premium Plan",SafeHaven,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",95.82
32,87,"Basic Plan",GuardianTravel,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",78.99
